,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id
3091,6221675169,1658892797,2024-03-27 07:45:11,,0 days 02:22:00,2024-03-27 10:07:11,,8520,3091
3058,1349565614,2056597995,2024-03-27 07:45:11,,0 days 02:25:17,2024-03-27 10:10:28,,8717,3058
570,4111355577,278213721,2024-03-27 07:45:12,,0 days 02:38:16,2024-03-27 10:23:28,,9496,570
1315,497390973,316800859,2024-03-27 07:45:12,,0 days 02:25:19,2024-03-27 10:10:31,,8719,1315
3506,967785623,355572112,2024-03-27 07:45:13,,0 days 02:21:27,2024-03-27 10:06:40,,8487,3506
3088,967791713,207515019,2024-03-27 07:45:13,,0 days 03:09:16,2024-03-27 10:54:29,,11356,3088
2489,4311645873,206373658,2024-03-27 07:45:13,,0 days 02:52:16,2024-03-27 10:37:29,,10336,2489
3226,295825429,272303120,2024-03-27 07:45:13,,0 days 01:59:32,2024-03-27 09:44:45,,7172,3226
3428,4786826363,1289593928,2024-03-27 07:45:14,,0 days 02:37:01,2024-03-27 10:22:15,,9421,3428
35,1967678577,251767743,2024-03-27 07:45:14,,0 days 02:25:42,2024-03-27 10:10:56,,8742,35
155,497390973,880719823,2024-03-27 07:45:14,,0 days 02:41:33,2024-03-27 10:26:47,,9693,155
3682,497390977,2065550544,2024-03-27 07:45:15,,0 days 01:55:08,2024-03-27 09:40:23,,6908,3682
1628,1349572358,5149109595,2024-03-27 07:45:15,,0 days 02:47:00,2024-03-27 10:32:15,,10020,1628
2894,295825425,1193019750,2024-03-27 07:45:15,,0 days 02:22:21,2024-03-27 10:07:36,,8541,2894
3137,497390972,2418596893,2024-03-27 07:45:15,,0 days 02:14:10,2024-03-27 09:59:25,,8050,3137
2268,1967678650,278213725,2024-03-27 07:45:15,,0 days 02:37:07,2024-03-27 10:22:22,,9427,2268
2303,1967678575,10913146941,2024-03-27 07:45:16,,0 days 03:09:35,2024-03-27 10:54:51,,11375,2303
3640,1967678705,4266704993,2024-03-27 07:45:16,,0 days 02:52:51,2024-03-27 10:38:07,,10371,3640
2509,497390986,1747228787,2024-03-27 07:45:16,,0 days 02:23:11,2024-03-27 10:08:27,,8591,2509
3600,1967678650,2950394422,2024-03-27 07:45:16,,0 days 01:48:43,2024-03-27 09:33:59,,6523,3600
927,1967678689,1664172120,2024-03-27 07:45:16,,0 days 02:55:06,2024-03-27 10:40:22,,10506,927
691,1967678575,278196753,2024-03-27 07:45:17,,0 days 02:22:06,2024-03-27 10:07:23,,8526,691
403,497375764,1684168597,2024-03-27 07:45:18,,0 days 03:01:47,2024-03-27 10:47:05,,10907,403
1457,1349565615,278217726,2024-03-27 07:45:18,,0 days 02:23:08,2024-03-27 10:08:26,,8588,1457
1802,1349565614,290029078,2024-03-27 07:45:18,,0 days 02:08:54,2024-03-27 09:54:12,,7734,1802
2277,2018277128,278213724,2024-03-27 07:45:19,,0 days 02:12:53,2024-03-27 09:58:12,,7973,2277
1424,967785602,3154131933,2024-03-27 07:45:19,,0 days 02:09:47,2024-03-27 09:55:06,,7787,1424
3029,7598898496,257661109,2024-03-27 07:45:19,,0 days 02:15:14,2024-03-27 10:00:33,,8114,3029
2373,1967678575,1747228807,2024-03-27 07:45:20,,0 days 02:34:34,2024-03-27 10:19:54,,9274,2373
438,2019014197,2958986041,2024-03-27 07:45:20,,0 days 02:25:10,2024-03-27 10:10:30,,8710,438
2443,497390985,1182564860,2024-03-27 07:45:20,,0 days 01:47:16,2024-03-27 09:32:36,,6436,2443
2843,1967678689,207533482,2024-03-27 07:45:20,,0 days 03:35:33,2024-03-27 11:20:53,,12933,2843
3483,497390972,1193019771,2024-03-27 07:45:20,,0 days 02:12:10,2024-03-27 09:57:30,,7930,3483
738,4111355578,251767743,2024-03-27 07:45:21,,0 days 02:29:04,2024-03-27 10:14:25,,8944,738
3595,497390986,258237443,2024-03-27 07:45:21,,0 days 02:18:08,2024-03-27 10:03:29,,8288,3595
303,967785571,280889351,2024-03-27 07:45:22,,0 days 02:54:34,2024-03-27 10:39:56,,10474,303
99,1967678727,5154001629,2024-03-27 07:45:23,,0 days 03:37:56,2024-03-27 11:23:19,,13076,99
1483,1967678689,1080043252,2024-03-27 07:45:23,,0 days 02:59:59,2024-03-27 10:45:22,,10799,1483
2818,497390985,906720356,2024-03-27 07:45:24,,0 days 02:36:44,2024-03-27 10:22:08,,9404,2818
1076,1967678689,1963428345,2024-03-27 07:45:25,,0 days 04:24:37,2024-03-27 12:10:02,,15877,1076
2636,295825473,9491789269,2024-03-27 07:45:25,,0 days 03:09:20,2024-03-27 10:54:45,,11360,2636
1764,497375764,310654701,2024-03-27 07:45:25,,0 days 02:55:58,2024-03-27 10:41:23,,10558,1764
231,497390974,251767761,2024-03-27 07:45:26,,0 days 02:10:17,2024-03-27 09:55:43,,7817,231
3241,497390980,1432955876,2024-03-27 07:45:28,,0 days 02:34:05,2024-03-27 10:19:33,,9245,3241
752,497390980,402599855,2024-03-27 07:45:28,,0 days 02:22:15,2024-03-27 10:07:43,,8535,752
1887,1967678689,288145484,2024-03-27 07:45:28,,0 days 02:12:00,2024-03-27 09:57:28,,7920,1887
1330,1259467064,269325541,2024-03-27 07:45:29,,0 days 03:01:21,2024-03-27 10:46:50,,10881,1330
3418,1967678689,278215724,2024-03-27 07:45:30,,0 days 02:31:47,2024-03-27 10:17:17,,9107,3418
350,498122933,402599851,2024-03-27 07:45:30,,0 days 02:33:54,2024-03-27 10:19:24,,9234,350
2881,497375764,3308660449,2024-03-27 07:45:30,,0 days 02:23:37,2024-03-27 10:09:07,,8617,2881
2595,2018277128,3516814004,2024-03-27 07:45:32,,0 days 01:33:18,2024-03-27 09:18:50,,5598,2595
916,2018277128,880670971,2024-03-27 07:45:34,,0 days 02:14:46,2024-03-27 10:00:20,,8086,916
789,1349565614,278217726,2024-03-27 07:45:34,,0 days 02:21:31,2024-03-27 10:07:05,,8491,789
948,497375764,322846881,2024-03-27 07:45:35,,0 days 02:47:46,2024-03-27 10:33:21,,10066,948
2678,497390974,262695411,2024-03-27 07:45:35,,0 days 02:09:47,2024-03-27 09:55:22,,7787,2678
3699,497390975,3308660444,2024-03-27 07:45:35,,0 days 02:23:05,2024-03-27 10:08:40,,8585,3699
93,967785571,933828587,2024-03-27 07:45:36,,0 days 02:37:12,2024-03-27 10:22:48,,9432,93
1017,2018277128,2509405142,2024-03-27 07:45:36,,0 days 01:51:54,2024-03-27 09:37:30,,6714,1017
838,497375764,5377964784,2024-03-27 07:45:36,,0 days 02:26:49,2024-03-27 10:12:25,,8809,838
3527,3034023868,290916669,2024-03-27 07:45:37,,0 days 02:28:54,2024-03-27 10:14:31,,8934,3527
555,967785571,258237443,2024-03-27 07:45:37,,0 days 02:29:47,2024-03-27 10:15:24,,8987,555
621,967791713,4068711108,2024-03-27 07:45:37,,0 days 02:38:10,2024-03-27 10:23:47,,9490,621
610,295825473,288145422,2024-03-27 07:45:38,,0 days 02:05:51,2024-03-27 09:51:29,,7551,610
865,1967678689,278209560,2024-03-27 07:45:38,,0 days 02:22:53,2024-03-27 10:08:31,,8573,865
2483,1259467064,264004953,2024-03-27 07:45:38,,0 days 01:51:05,2024-03-27 09:36:43,,6665,2483
1439,1349564379,1199353835,2024-03-27 07:45:38,,0 days 02:49:37,2024-03-27 10:35:15,,10177,1439
1073,1349572356,269325450,2024-03-27 07:45:39,,0 days 02:53:03,2024-03-27 10:38:42,,10383,1073
3005,2019014146,5377964785,2024-03-27 07:45:40,,0 days 02:20:50,2024-03-27 10:06:30,,8450,3005
3658,1967678650,2100470094,2024-03-27 07:45:41,,0 days 03:59:50,2024-03-27 11:45:31,,14390,3658
435,498122933,278217722,2024-03-27 07:45:41,,0 days 02:21:12,2024-03-27 10:06:53,,8472,435
745,497390972,1850270022,2024-03-27 07:45:42,,0 days 03:02:45,2024-03-27 10:48:27,,10965,745
219,4311593980,2056598005,2024-03-27 07:45:42,,0 days 02:35:41,2024-03-27 10:21:23,,9341,219
2349,295825429,322850473,2024-03-27 07:45:43,,0 days 02:45:01,2024-03-27 10:30:44,,9901,2349
2033,498122933,281719619,2024-03-27 07:45:43,,0 days 02:56:31,2024-03-27 10:42:14,,10591,2033
3298,967785623,355571818,2024-03-27 07:45:43,,0 days 02:23:21,2024-03-27 10:09:04,,8601,3298
3552,3932023787,269852140,2024-03-27 07:45:43,,0 days 02:29:40,2024-03-27 10:15:23,,8980,3552
337,4111355577,278194689,2024-03-27 07:45:45,,0 days 02:20:51,2024-03-27 10:06:36,,8451,337
1411,967785623,3797258849,2024-03-27 07:45:45,,0 days 02:37:43,2024-03-27 10:23:28,,9463,1411
380,1967678689,296375345,2024-03-27 07:45:45,,0 days 02:46:00,2024-03-27 10:31:45,,9960,380
3065,4111355577,5377964785,2024-03-27 07:45:48,,0 days 02:33:28,2024-03-27 10:19:16,,9208,3065
3479,1967678689,1647318902,2024-03-27 07:45:48,,0 days 02:25:34,2024-03-27 10:11:22,,8734,3479
3709,9909580342,243784020,2024-03-27 07:45:49,,0 days 02:12:37,2024-03-27 09:58:26,,7957,3709
2141,497390974,272306201,2024-03-27 07:45:50,,0 days 02:00:43,2024-03-27 09:46:33,,7243,2141
2348,497390973,277285472,2024-03-27 07:45:50,,0 days 02:14:29,2024-03-27 10:00:19,,8069,2348
654,498122933,278209567,2024-03-27 07:45:50,,0 days 02:09:52,2024-03-27 09:55:42,,7792,654
188,967791713,470214272,2024-03-27 07:45:50,,0 days 02:34:13,2024-03-27 10:20:03,,9253,188
1505,1967678674,2132415639,2024-03-27 07:45:51,,0 days 02:07:02,2024-03-27 09:52:53,,7622,1505
2524,497375764,7241471726,2024-03-27 07:45:53,,0 days 03:42:56,2024-03-27 11:28:49,,13376,2524
322,3034023868,5908096162,2024-03-27 07:45:54,,0 days 02:09:49,2024-03-27 09:55:43,,7789,322
1681,4111355578,9445396383,2024-03-27 07:45:54,,0 days 02:42:20,2024-03-27 10:28:14,,9740,1681
641,497390973,278198332,2024-03-27 07:45:54,,0 days 02:14:53,2024-03-27 10:00:47,,8093,641
1792,1967678705,281719609,2024-03-27 07:45:55,,0 days 03:10:01,2024-03-27 10:55:56,,11401,1792
2958,967785623,269492251,2024-03-27 07:45:55,,0 days 03:38:05,2024-03-27 11:24:00,,13085,2958
18,1349565615,973568695,2024-03-27 07:45:55,,0 days 03:00:58,2024-03-27 10:46:53,,10858,18
255,1349572356,243783954,2024-03-27 07:45:55,,0 days 02:24:07,2024-03-27 10:10:02,,8647,255
2619,4111355577,4171297568,2024-03-27 07:45:55,,0 days 02:19:05,2024-03-27 10:05:00,,8345,2619
1404,4311593980,243362262,2024-03-27 07:45:56,,0 days 02:40:37,2024-03-27 10:26:33,,9637,1404
2283,4111355577,940968136,2024-03-27 07:45:56,,0 days 02:38:21,2024-03-27 10:24:17,,9501,2283
3304,497390975,1747228804,2024-03-27 07:45:56,,0 days 02:30:56,2024-03-27 10:16:52,,9056,3304
1190,967785623,31349996,2024-03-27 07:45:57,,0 days 02:07:13,2024-03-27 09:53:10,,7633,1190
1013,1259467064,206376392,2024-03-27 07:45:57,,0 days 02:37:08,2024-03-27 10:23:05,,9428,1013
638,498122933,4266705000,2024-03-27 07:45:57,,0 days 02:39:05,2024-03-27 10:25:02,,9545,638
3279,498122933,1303258472,2024-03-27 07:45:57,,0 days 01:41:05,2024-03-27 09:27:02,,6065,3279
2812,4111355577,288615447,2024-03-27 07:45:58,,0 days 02:15:30,2024-03-27 10:01:28,,8130,2812
1731,8644189126,278194692,2024-03-27 07:45:59,,0 days 02:13:25,2024-03-27 09:59:24,,8005,1731
1332,967791713,251691557,2024-03-27 07:45:59,,0 days 02:50:33,2024-03-27 10:36:32,,10233,1332
3591,967785623,288147308,2024-03-27 07:45:59,,0 days 02:16:05,2024-03-27 10:02:04,,8165,3591
348,497390977,322850412,2024-03-27 07:46:00,,0 days 02:43:46,2024-03-27 10:29:46,,9826,348
1028,4250868801,278213724,2024-03-27 07:46:00,,0 days 02:45:48,2024-03-27 10:31:48,,9948,1028
396,9382346952,284745488,2024-03-27 07:46:00,,0 days 02:37:14,2024-03-27 10:23:14,,9434,396
2325,295825429,245486369,2024-03-27 07:46:01,,0 days 01:59:55,2024-03-27 09:45:56,,7195,2325
3247,497390974,275657065,2024-03-27 07:46:01,,0 days 02:27:43,2024-03-27 10:13:44,,8863,3247
2732,967785623,206376813,2024-03-27 07:46:02,,0 days 02:27:04,2024-03-27 10:13:06,,8824,2732
334,1967678689,316801008,2024-03-27 07:46:03,,0 days 02:44:03,2024-03-27 10:30:06,,9843,334
471,1967678575,206377368,2024-03-27 07:46:03,,0 days 02:30:21,2024-03-27 10:16:24,,9021,471
2552,967785571,1432955876,2024-03-27 07:46:03,,0 days 02:51:44,2024-03-27 10:37:47,,10304,2552
1093,497390985,9874468555,2024-03-27 07:46:04,,0 days 02:24:22,2024-03-27 10:10:26,,8662,1093
1243,497390985,278196770,2024-03-27 07:46:04,,0 days 02:14:33,2024-03-27 10:00:37,,8073,1243
298,4250868801,9445396383,2024-03-27 07:46:05,,0 days 02:50:04,2024-03-27 10:36:09,,10204,298
1186,1349565615,2986880603,2024-03-27 07:46:05,,0 days 02:30:21,2024-03-27 10:16:26,,9021,1186
1742,967806666,1747228797,2024-03-27 07:46:05,,0 days 02:41:41,2024-03-27 10:27:46,,9701,1742
2279,967785571,5436398556,2024-03-27 07:46:06,,0 days 01:20:10,2024-03-27 09:06:16,,4810,2279
3225,497390986,322846997,2024-03-27 07:46:06,,0 days 02:48:09,2024-03-27 10:34:15,,10089,3225
1435,295825429,1795995261,2024-03-27 07:46:06,,0 days 03:04:31,2024-03-27 10:50:37,,11071,1435
133,295825429,906720287,2024-03-27 07:46:06,,0 days 02:57:51,2024-03-27 10:43:57,,10671,133
400,4250868801,32122185,2024-03-27 07:46:06,,0 days 02:35:33,2024-03-27 10:21:39,,9333,400
121,967785571,316696386,2024-03-27 07:46:07,,0 days 03:23:38,2024-03-27 11:09:45,,12218,121
3256,497390972,1803095948,2024-03-27 07:46:07,,0 days 01:13:31,2024-03-27 08:59:38,,4411,3256
2641,4311645873,470215469,2024-03-27 07:46:07,,0 days 02:32:32,2024-03-27 10:18:39,,9152,2641
2861,4111355578,2419768569,2024-03-27 07:46:08,,0 days 02:41:55,2024-03-27 10:28:03,,9715,2861
2211,1967678689,4157622056,2024-03-27 07:46:09,,0 days 02:46:42,2024-03-27 10:32:51,,10002,2211
484,1967678689,1222395388,2024-03-27 07:46:10,,0 days 02:42:38,2024-03-27 10:28:48,,9758,484
521,1349564379,278192364,2024-03-27 07:46:10,,0 days 02:34:40,2024-03-27 10:20:50,,9280,521
3067,967785602,32063303,2024-03-27 07:46:10,,0 days 04:15:29,2024-03-27 12:01:39,,15329,3067
3048,497390972,310654608,2024-03-27 07:46:12,,0 days 02:41:26,2024-03-27 10:27:38,,9686,3048
963,967785623,5149109595,2024-03-27 07:46:13,,0 days 02:41:20,2024-03-27 10:27:33,,9680,963
2276,1349565614,288145412,2024-03-27 07:46:14,,0 days 02:17:13,2024-03-27 10:03:27,,8233,2276
1324,295825429,2620414273,2024-03-27 07:46:14,,0 days 01:25:11,2024-03-27 09:11:25,,5111,1324
2365,1967678575,341958075,2024-03-27 07:46:14,,0 days 02:53:34,2024-03-27 10:39:48,,10414,2365
3649,295825429,288145420,2024-03-27 07:46:15,,0 days 02:14:28,2024-03-27 10:00:43,,8068,3649
2617,295825425,258237454,2024-03-27 07:46:15,,0 days 02:19:28,2024-03-27 10:05:43,,8368,2617
1953,1967678732,245422238,2024-03-27 07:46:16,,0 days 01:57:28,2024-03-27 09:43:44,,7048,1953
3193,497390985,2419768569,2024-03-27 07:46:16,,0 days 02:26:55,2024-03-27 10:13:11,,8815,3193
1110,6771415721,2052099741,2024-03-27 07:46:16,,0 days 01:19:53,2024-03-27 09:06:09,,4793,1110
390,295825473,310654701,2024-03-27 07:46:16,,0 days 02:51:43,2024-03-27 10:37:59,,10303,390
958,967785571,261708618,2024-03-27 07:46:17,,0 days 02:24:34,2024-03-27 10:10:51,,8674,958
2243,1967678705,2299626451,2024-03-27 07:46:17,,0 days 02:01:07,2024-03-27 09:47:24,,7267,2243
837,2018277128,3805770967,2024-03-27 07:46:17,,0 days 02:40:04,2024-03-27 10:26:21,,9604,837
564,497390972,9445396383,2024-03-27 07:46:18,,0 days 02:29:17,2024-03-27 10:15:35,,8957,564
1695,3034023868,1955798254,2024-03-27 07:46:18,,0 days 03:13:24,2024-03-27 10:59:42,,11604,1695
580,9909580342,207469736,2024-03-27 07:46:18,,0 days 02:32:01,2024-03-27 10:18:19,,9121,580
2143,497390985,290613924,2024-03-27 07:46:19,,0 days 02:12:33,2024-03-27 09:58:52,,7953,2143
1612,295825454,280888805,2024-03-27 07:46:20,,0 days 03:04:55,2024-03-27 10:51:15,,11095,1612
1710,2018277128,9427888488,2024-03-27 07:46:21,,0 days 02:18:27,2024-03-27 10:04:48,,8307,1710
2290,967785623,322850473,2024-03-27 07:46:22,,0 days 02:41:39,2024-03-27 10:28:01,,9699,2290
986,967785624,1704925766,2024-03-27 07:46:22,,0 days 03:03:32,2024-03-27 10:49:54,,11012,986
3692,497388653,1079540006,2024-03-27 07:46:22,,0 days 02:36:57,2024-03-27 10:23:19,,9417,3692
606,295825429,1245993122,2024-03-27 07:46:23,,0 days 02:35:58,2024-03-27 10:22:21,,9358,606
9,1967678650,932454896,2024-03-27 07:46:23,,0 days 02:48:56,2024-03-27 10:35:19,,10136,9
1963,498119206,3144544619,2024-03-27 07:46:24,,0 days 02:19:10,2024-03-27 10:05:34,,8350,1963
3021,1349572358,4266704993,2024-03-27 07:46:24,,0 days 02:48:45,2024-03-27 10:35:09,,10125,3021
409,967785623,798569219,2024-03-27 07:46:25,,0 days 02:46:59,2024-03-27 10:33:24,,10019,409
909,967785571,933828587,2024-03-27 07:46:25,,0 days 02:37:12,2024-03-27 10:23:37,,9432,909
815,1349572356,2140070894,2024-03-27 07:46:25,,0 days 02:18:49,2024-03-27 10:05:14,,8329,815
3245,295825473,290114399,2024-03-27 07:46:27,,0 days 01:54:28,2024-03-27 09:40:55,,6868,3245
920,1349564397,9069418189,2024-03-27 07:46:28,,0 days 02:11:03,2024-03-27 09:57:31,,7863,920
455,967785623,341958064,2024-03-27 07:46:30,,0 days 02:51:16,2024-03-27 10:37:46,,10276,455
2992,497390973,2065550545,2024-03-27 07:46:30,,0 days 01:52:42,2024-03-27 09:39:12,,6762,2992
65,295825429,2260315550,2024-03-27 07:46:30,,0 days 02:26:07,2024-03-27 10:12:37,,8767,65
1900,3932023787,1747228797,2024-03-27 07:46:31,,0 days 02:44:04,2024-03-27 10:30:35,,9844,1900
2787,295825429,1674382967,2024-03-27 07:46:31,,0 days 01:43:47,2024-03-27 09:30:18,,6227,2787
41,497390972,2696918418,2024-03-27 07:46:32,,0 days 01:56:53,2024-03-27 09:43:25,,7013,41
1636,1967678689,262504276,2024-03-27 07:46:32,,0 days 03:06:02,2024-03-27 10:52:34,,11162,1636
2107,295825429,316293928,2024-03-27 07:46:32,,0 days 02:59:19,2024-03-27 10:45:51,,10759,2107
1960,497390973,1232314938,2024-03-27 07:46:33,,0 days 00:37:24,2024-03-27 08:23:57,,2244,1960
588,497388653,251691503,2024-03-27 07:46:33,,0 days 02:53:02,2024-03-27 10:39:35,,10382,588
1556,4786826363,355571656,2024-03-27 07:46:33,,0 days 02:21:35,2024-03-27 10:08:08,,8495,1556
1811,497390973,3804092379,2024-03-27 07:46:34,,0 days 01:44:26,2024-03-27 09:31:00,,6266,1811
83,497390972,251767753,2024-03-27 07:46:34,,0 days 02:13:30,2024-03-27 10:00:04,,8010,83
5,967785551,278213707,2024-03-27 07:46:35,,0 days 02:23:34,2024-03-27 10:10:09,,8614,5
1244,1349564397,278063890,2024-03-27 07:46:35,,0 days 02:25:55,2024-03-27 10:12:30,,8755,1244
2487,1259472987,272790584,2024-03-27 07:46:35,,0 days 03:05:25,2024-03-27 10:52:00,,11125,2487
1821,6771415720,278069358,2024-03-27 07:46:35,,0 days 02:01:35,2024-03-27 09:48:10,,7295,1821
730,497390975,355572562,2024-03-27 07:46:36,,0 days 02:14:03,2024-03-27 10:00:39,,8043,730
1975,295825473,4266704993,2024-03-27 07:46:36,,0 days 02:36:43,2024-03-27 10:23:19,,9403,1975
1824,497390980,5377964786,2024-03-27 07:46:37,,0 days 02:16:48,2024-03-27 10:03:25,,8208,1824
212,497390977,278213710,2024-03-27 07:46:37,,0 days 02:16:13,2024-03-27 10:02:50,,8173,212
3700,967785623,251767761,2024-03-27 07:46:38,,0 days 02:21:43,2024-03-27 10:08:21,,8503,3700
1747,295825473,206376599,2024-03-27 07:46:38,,0 days 02:11:14,2024-03-27 09:57:52,,7874,1747
3556,6771415721,9977094190,2024-03-27 07:46:39,,0 days 03:03:24,2024-03-27 10:50:03,,11004,3556
867,295825473,1747509912,2024-03-27 07:46:39,,0 days 02:52:24,2024-03-27 10:39:03,,10344,867
2423,497390972,316801080,2024-03-27 07:46:39,,0 days 02:40:32,2024-03-27 10:27:11,,9632,2423
3602,2019014146,243362263,2024-03-27 07:46:39,,0 days 02:15:33,2024-03-27 10:02:12,,8133,3602
2656,497388653,603356489,2024-03-27 07:46:39,,0 days 02:41:17,2024-03-27 10:27:56,,9677,2656
1474,967785602,4454780762,2024-03-27 07:46:39,,0 days 02:34:04,2024-03-27 10:20:43,,9244,1474
558,3034022420,2261513248,2024-03-27 07:46:40,,0 days 02:25:49,2024-03-27 10:12:29,,8749,558
1005,1349565614,251767753,2024-03-27 07:46:40,,0 days 02:27:48,2024-03-27 10:14:28,,8868,1005
947,967785623,1222395395,2024-03-27 07:46:41,,0 days 02:29:20,2024-03-27 10:16:01,,8960,947
1378,1349565614,1747228804,2024-03-27 07:46:42,,0 days 02:41:35,2024-03-27 10:28:17,,9695,1378
2054,1259467064,5377964786,2024-03-27 07:46:43,,0 days 02:33:51,2024-03-27 10:20:34,,9231,2054
2133,497390975,316801000,2024-03-27 07:46:43,,0 days 02:29:55,2024-03-27 10:16:38,,8995,2133
2549,497390985,1664172120,2024-03-27 07:46:44,,0 days 02:35:46,2024-03-27 10:22:30,,9346,2549
1492,3034023868,1080043252,2024-03-27 07:46:44,,0 days 02:39:22,2024-03-27 10:26:06,,9562,1492
1727,1349564379,9445396406,2024-03-27 07:46:45,,0 days 02:47:16,2024-03-27 10:34:01,,10036,1727
2795,1349565614,1454515991,2024-03-27 07:46:45,,0 days 02:59:45,2024-03-27 10:46:30,,10785,2795
2764,1967678581,240971029,2024-03-27 07:46:45,,0 days 02:41:13,2024-03-27 10:27:58,,9673,2764
2368,1967678689,206377123,2024-03-27 07:46:46,,0 days 02:39:03,2024-03-27 10:25:49,,9543,2368
1046,1259467064,288145469,2024-03-27 07:46:47,,0 days 02:08:21,2024-03-27 09:55:08,,7701,1046
3327,967785623,288604059,2024-03-27 07:46:47,,0 days 02:42:47,2024-03-27 10:29:34,,9767,3327
487,6221675169,278194695,2024-03-27 07:46:47,,0 days 02:06:17,2024-03-27 09:53:04,,7577,487
3318,967785602,34806015,2024-03-27 07:46:48,,0 days 02:34:34,2024-03-27 10:21:22,,9274,3318
2486,967785623,1728822219,2024-03-27 07:46:48,,0 days 02:20:41,2024-03-27 10:07:29,,8441,2486
2043,2019014197,1664172150,2024-03-27 07:46:48,,0 days 02:35:34,2024-03-27 10:22:22,,9334,2043
2322,1349564379,5377964786,2024-03-27 07:46:48,,0 days 02:40:41,2024-03-27 10:27:29,,9641,2322
1276,1967678705,279035503,2024-03-27 07:46:50,,0 days 02:34:01,2024-03-27 10:20:51,,9241,1276
1254,3034023868,206373016,2024-03-27 07:46:50,,0 days 02:28:24,2024-03-27 10:15:14,,8904,1254
2009,295825429,595751054,2024-03-27 07:46:51,,0 days 02:54:36,2024-03-27 10:41:27,,10476,2009
2718,295825429,269325540,2024-03-27 07:46:52,,0 days 02:59:51,2024-03-27 10:46:43,,10791,2718
3515,295825473,288496364,2024-03-27 07:46:52,,0 days 02:25:57,2024-03-27 10:12:49,,8757,3515
1025,967785602,287630900,2024-03-27 07:46:54,,0 days 03:12:34,2024-03-27 10:59:28,,11554,1025
1928,497375764,243362591,2024-03-27 07:46:55,,0 days 02:31:21,2024-03-27 10:18:16,,9081,1928
2676,497390973,9445396410,2024-03-27 07:46:55,,0 days 02:26:29,2024-03-27 10:13:24,,8789,2676
268,3932023787,1411551384,2024-03-27 07:46:56,,0 days 02:48:55,2024-03-27 10:35:51,,10135,268
1357,4250868801,206375078,2024-03-27 07:46:57,,0 days 02:49:29,2024-03-27 10:36:26,,10169,1357
2185,967785623,321373913,2024-03-27 07:46:57,,0 days 03:25:44,2024-03-27 11:12:41,,12344,2185
3201,1349572356,206376392,2024-03-27 07:46:57,,0 days 02:34:39,2024-03-27 10:21:36,,9279,3201
1693,4311593980,278196753,2024-03-27 07:46:57,,0 days 02:33:42,2024-03-27 10:20:39,,9222,1693
546,1967678689,317042123,2024-03-27 07:46:57,,0 days 03:29:16,2024-03-27 11:16:13,,12556,546
305,967791713,5256488112,2024-03-27 07:46:59,,0 days 02:18:18,2024-03-27 10:05:17,,8298,305
210,967785623,272482362,2024-03-27 07:47:00,,0 days 02:13:50,2024-03-27 10:00:50,,8030,210
