,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id
1009,1349551629,1923798126,2024-03-28 07:45:45,,0 days 04:31:02,2024-03-28 12:16:47,,16262,1009
1321,9937042182,2675055579,2024-03-28 07:45:46,,0 days 02:41:21,2024-03-28 10:27:07,,9681,1321
112,2766652046,2261513256,2024-03-28 07:45:46,,0 days 03:30:44,2024-03-28 11:16:30,,12644,112
97,1273452296,278209567,2024-03-28 07:45:47,,0 days 03:05:04,2024-03-28 10:50:51,,11104,97
504,2459675747,251693214,2024-03-28 07:45:47,,0 days 03:33:45,2024-03-28 11:19:32,,12825,504
956,1273451919,258237454,2024-03-28 07:45:49,,0 days 03:05:31,2024-03-28 10:51:20,,11131,956
363,1349549435,595751012,2024-03-28 07:45:55,,0 days 03:38:39,2024-03-28 11:24:34,,13119,363
53,2459675747,6721202633,2024-03-28 07:45:56,,0 days 04:00:07,2024-03-28 11:46:03,,14407,53
927,2459675747,3643472776,2024-03-28 07:45:58,,0 days 03:21:49,2024-03-28 11:07:47,,12109,927
276,9937042182,257661136,2024-03-28 07:45:59,,0 days 03:21:37,2024-03-28 11:07:36,,12097,276
1345,5486499552,278209563,2024-03-28 07:45:59,,0 days 02:50:42,2024-03-28 10:36:41,,10242,1345
67,1273452005,251767761,2024-03-28 07:46:00,,0 days 03:03:52,2024-03-28 10:49:52,,11032,67
559,247095954,8571775692,2024-03-28 07:46:03,,0 days 03:50:53,2024-03-28 11:36:56,,13853,559
580,1349549448,278196770,2024-03-28 07:46:05,,0 days 03:22:18,2024-03-28 11:08:23,,12138,580
976,8017990087,2958986041,2024-03-28 07:46:05,,0 days 03:25:45,2024-03-28 11:11:50,,12345,976
1129,1349551619,206377118,2024-03-28 07:46:05,,0 days 03:27:04,2024-03-28 11:13:09,,12424,1129
1049,8017990087,1454516082,2024-03-28 07:46:05,,0 days 03:29:04,2024-03-28 11:15:09,,12544,1049
84,247095954,316293947,2024-03-28 07:46:06,,0 days 03:40:28,2024-03-28 11:26:34,,13228,84
308,1349549442,1896073890,2024-03-28 07:46:08,,0 days 03:17:18,2024-03-28 11:03:26,,11838,308
1017,1349551619,272482362,2024-03-28 07:46:08,,0 days 03:13:37,2024-03-28 10:59:45,,11617,1017
1288,1273452005,272482362,2024-03-28 07:46:11,,0 days 02:55:59,2024-03-28 10:42:10,,10559,1288
1473,1349551629,288604034,2024-03-28 07:46:12,,0 days 03:37:18,2024-03-28 11:23:30,,13038,1473
884,1349546604,1417676832,2024-03-28 07:46:13,,0 days 02:30:57,2024-03-28 10:17:10,,9057,884
1080,2766652046,5377964784,2024-03-28 07:46:13,,0 days 03:19:25,2024-03-28 11:05:38,,11965,1080
423,1273451423,2509405142,2024-03-28 07:46:15,,0 days 02:52:15,2024-03-28 10:38:30,,10335,423
598,1273451919,4726123634,2024-03-28 07:46:16,,0 days 03:47:17,2024-03-28 11:33:33,,13637,598
800,1273451735,281477852,2024-03-28 07:46:19,,0 days 03:06:33,2024-03-28 10:52:52,,11193,800
1065,1273452005,4338567326,2024-03-28 07:46:20,,0 days 04:01:52,2024-03-28 11:48:12,,14512,1065
1098,1349549442,207447239,2024-03-28 07:46:23,,0 days 02:53:56,2024-03-28 10:40:19,,10436,1098
1316,2459675747,288604034,2024-03-28 07:46:23,,0 days 03:42:05,2024-03-28 11:28:28,,13325,1316
925,1273451919,243361965,2024-03-28 07:46:23,,0 days 03:26:11,2024-03-28 11:12:34,,12371,925
264,1349551629,261708613,2024-03-28 07:46:24,,0 days 03:15:46,2024-03-28 11:02:10,,11746,264
301,8017990086,9069418194,2024-03-28 07:46:26,,0 days 02:47:37,2024-03-28 10:34:03,,10057,301
682,1349546604,251691060,2024-03-28 07:46:28,,0 days 03:22:58,2024-03-28 11:09:26,,12178,682
1448,1349549442,207426792,2024-03-28 07:46:28,,0 days 03:48:10,2024-03-28 11:34:38,,13690,1448
209,1273451401,327648798,2024-03-28 07:46:29,,0 days 01:49:19,2024-03-28 09:35:48,,6559,209
1210,1273452296,5383608900,2024-03-28 07:46:30,,0 days 03:49:56,2024-03-28 11:36:26,,13796,1210
460,247095954,595751029,2024-03-28 07:46:31,,0 days 03:29:23,2024-03-28 11:15:54,,12563,460
1543,1273451919,1664172120,2024-03-28 07:46:34,,0 days 03:37:55,2024-03-28 11:24:29,,13075,1543
28,1349551625,305845746,2024-03-28 07:46:34,,0 days 02:26:53,2024-03-28 10:13:27,,8813,28
870,1273452148,975252814,2024-03-28 07:46:35,,0 days 04:10:52,2024-03-28 11:57:27,,15052,870
299,1349549448,2056847263,2024-03-28 07:46:36,,0 days 03:09:33,2024-03-28 10:56:09,,11373,299
1482,1273452224,1445321332,2024-03-28 07:46:41,,0 days 03:52:27,2024-03-28 11:39:08,,13947,1482
599,8017990086,1780711512,2024-03-28 07:46:41,,0 days 02:38:52,2024-03-28 10:25:33,,9532,599
973,9680792743,6946067327,2024-03-28 07:46:41,,0 days 03:06:56,2024-03-28 10:53:37,,11216,973
192,1273451622,2986880603,2024-03-28 07:46:41,,0 days 02:57:21,2024-03-28 10:44:02,,10641,192
1343,2766652046,1684168809,2024-03-28 07:46:42,,0 days 03:54:46,2024-03-28 11:41:28,,14086,1343
714,2459675736,278069367,2024-03-28 07:46:43,,0 days 02:45:51,2024-03-28 10:32:34,,9951,714
430,8017990086,278217719,2024-03-28 07:46:44,,0 days 03:13:13,2024-03-28 10:59:57,,11593,430
1525,1273452005,3090820188,2024-03-28 07:46:46,,0 days 03:15:00,2024-03-28 11:01:46,,11700,1525
1243,247095954,288149510,2024-03-28 07:46:50,,0 days 02:52:44,2024-03-28 10:39:34,,10364,1243
48,2459675736,5219326000,2024-03-28 07:46:52,,0 days 03:31:29,2024-03-28 11:18:21,,12689,48
1228,1349549448,288496778,2024-03-28 07:46:52,,0 days 03:32:17,2024-03-28 11:19:09,,12737,1228
394,1349549448,798566730,2024-03-28 07:46:53,,0 days 03:45:42,2024-03-28 11:32:35,,13542,394
1426,8017990086,1747228802,2024-03-28 07:46:53,,0 days 03:23:25,2024-03-28 11:10:18,,12205,1426
1353,8017990087,243362264,2024-03-28 07:46:56,,0 days 03:10:50,2024-03-28 10:57:46,,11450,1353
1307,1349549435,275431785,2024-03-28 07:46:59,,0 days 03:23:25,2024-03-28 11:10:24,,12205,1307
298,247095954,278196750,2024-03-28 07:46:59,,0 days 03:01:56,2024-03-28 10:48:55,,10916,298
777,5486499552,288604053,2024-03-28 07:47:02,,0 days 03:22:39,2024-03-28 11:09:41,,12159,777
1413,1273451622,8320835195,2024-03-28 07:47:02,,0 days 02:51:55,2024-03-28 10:38:57,,10315,1413
240,1273451833,1936191716,2024-03-28 07:47:02,,0 days 03:26:37,2024-03-28 11:13:39,,12397,240
1078,247095954,10199813029,2024-03-28 07:47:03,,0 days 03:10:49,2024-03-28 10:57:52,,11449,1078
149,1349549448,4520485709,2024-03-28 07:47:03,,0 days 03:28:06,2024-03-28 11:15:09,,12486,149
1077,1349549448,3212738604,2024-03-28 07:47:07,,0 days 02:45:47,2024-03-28 10:32:54,,9947,1077
1530,8017990086,207519416,2024-03-28 07:47:09,,0 days 03:50:12,2024-03-28 11:37:21,,13812,1530
779,5486502623,6190786425,2024-03-28 07:47:09,,0 days 03:50:53,2024-03-28 11:38:02,,13853,779
1238,2459675747,595751012,2024-03-28 07:47:09,,0 days 03:44:21,2024-03-28 11:31:30,,13461,1238
841,2766652046,278189880,2024-03-28 07:47:11,,0 days 03:28:16,2024-03-28 11:15:27,,12496,841
1224,2459675747,1222395395,2024-03-28 07:47:11,,0 days 03:30:01,2024-03-28 11:17:12,,12601,1224
1144,2766652046,1831119247,2024-03-28 07:47:11,,0 days 02:33:23,2024-03-28 10:20:34,,9203,1144
1051,1273452296,278213721,2024-03-28 07:47:12,,0 days 03:25:31,2024-03-28 11:12:43,,12331,1051
746,1349549435,2420153436,2024-03-28 07:47:13,,0 days 03:32:16,2024-03-28 11:19:29,,12736,746
448,1349549448,278217720,2024-03-28 07:47:15,,0 days 03:24:18,2024-03-28 11:11:33,,12258,448
520,1273451919,6643622515,2024-03-28 07:47:16,,0 days 03:20:30,2024-03-28 11:07:46,,12030,520
372,8017990087,288495800,2024-03-28 07:47:16,,0 days 03:22:25,2024-03-28 11:09:41,,12145,372
937,2766652046,288147312,2024-03-28 07:47:16,,0 days 03:02:15,2024-03-28 10:49:31,,10935,937
356,8017990087,261675736,2024-03-28 07:47:16,,0 days 03:36:46,2024-03-28 11:24:02,,13006,356
3,1273452261,280888805,2024-03-28 07:47:19,,0 days 03:46:31,2024-03-28 11:33:50,,13591,3
1475,1273451423,933274018,2024-03-28 07:47:19,,0 days 03:20:24,2024-03-28 11:07:43,,12024,1475
458,1349549442,4678912235,2024-03-28 07:47:21,,0 days 04:18:20,2024-03-28 12:05:41,,15500,458
860,5486502622,251690247,2024-03-28 07:47:21,,0 days 03:10:02,2024-03-28 10:57:23,,11402,860
1200,8017990087,288145412,2024-03-28 07:47:22,,0 days 02:56:11,2024-03-28 10:43:33,,10571,1200
1324,9937042182,278194689,2024-03-28 07:47:23,,0 days 03:11:49,2024-03-28 10:59:12,,11509,1324
7,1349549448,316801040,2024-03-28 07:47:24,,0 days 03:36:25,2024-03-28 11:23:49,,12985,7
479,1273451423,288145457,2024-03-28 07:47:25,,0 days 02:42:18,2024-03-28 10:29:43,,9738,479
1552,1349549448,1896073890,2024-03-28 07:47:25,,0 days 03:22:10,2024-03-28 11:09:35,,12130,1552
670,1273452261,2361454878,2024-03-28 07:47:26,,0 days 03:24:17,2024-03-28 11:11:43,,12257,670
839,1349551625,290114346,2024-03-28 07:47:26,,0 days 02:47:29,2024-03-28 10:34:55,,10049,839
642,1273452224,288496778,2024-03-28 07:47:26,,0 days 03:18:17,2024-03-28 11:05:43,,11897,642
727,1273452224,1835294829,2024-03-28 07:47:29,,0 days 04:24:05,2024-03-28 12:11:34,,15845,727
1215,1349549448,9445396406,2024-03-28 07:47:30,,0 days 03:34:57,2024-03-28 11:22:27,,12897,1215
787,5486502623,243362591,2024-03-28 07:47:33,,0 days 03:16:59,2024-03-28 11:04:32,,11819,787
896,1349549435,880720771,2024-03-28 07:47:36,,0 days 03:47:09,2024-03-28 11:34:45,,13629,896
445,2766652046,278192368,2024-03-28 07:47:37,,0 days 03:12:21,2024-03-28 10:59:58,,11541,445
729,1273452261,3089377794,2024-03-28 07:47:38,,0 days 03:16:05,2024-03-28 11:03:43,,11765,729
1073,1349549454,355572562,2024-03-28 07:47:38,,0 days 02:59:40,2024-03-28 10:47:18,,10780,1073
1090,5486502622,4691094305,2024-03-28 07:47:38,,0 days 02:34:21,2024-03-28 10:21:59,,9261,1090
966,1349549454,587632534,2024-03-28 07:47:39,,0 days 03:20:19,2024-03-28 11:07:58,,12019,966
1165,6581935605,278213726,2024-03-28 07:47:40,,0 days 03:25:07,2024-03-28 11:12:47,,12307,1165
1447,1687861975,257659381,2024-03-28 07:47:41,,0 days 03:51:00,2024-03-28 11:38:41,,13860,1447
1216,8017990087,460388346,2024-03-28 07:47:43,,0 days 02:02:22,2024-03-28 09:50:05,,7342,1216
152,2459675747,1966461675,2024-03-28 07:47:44,,0 days 03:53:01,2024-03-28 11:40:45,,13981,152
940,1273451919,470214272,2024-03-28 07:47:45,,0 days 03:22:19,2024-03-28 11:10:04,,12139,940
347,8017990087,2440115961,2024-03-28 07:47:46,,0 days 03:19:55,2024-03-28 11:07:41,,11995,347
1390,1273451919,322850412,2024-03-28 07:47:46,,0 days 03:47:24,2024-03-28 11:35:10,,13644,1390
244,6581935605,975252801,2024-03-28 07:47:48,,0 days 04:15:36,2024-03-28 12:03:24,,15336,244
366,1349551625,272482344,2024-03-28 07:47:48,,0 days 03:04:41,2024-03-28 10:52:29,,11081,366
744,1349549442,9445396391,2024-03-28 07:47:49,,0 days 03:29:11,2024-03-28 11:17:00,,12551,744
968,1273452224,226010241,2024-03-28 07:47:49,,0 days 03:29:44,2024-03-28 11:17:33,,12584,968
816,5486502622,278069358,2024-03-28 07:47:50,,0 days 02:40:03,2024-03-28 10:27:53,,9603,816
1414,247095954,10912836340,2024-03-28 07:47:50,,0 days 03:55:13,2024-03-28 11:43:03,,14113,1414
1570,6581935605,243361965,2024-03-28 07:47:51,,0 days 03:23:55,2024-03-28 11:11:46,,12235,1570
325,2459675747,207516227,2024-03-28 07:47:52,,0 days 04:05:26,2024-03-28 11:53:18,,14726,325
114,8017990087,1289597429,2024-03-28 07:47:53,,0 days 03:25:56,2024-03-28 11:13:49,,12356,114
65,8017990087,1360311994,2024-03-28 07:47:54,,0 days 03:08:33,2024-03-28 10:56:27,,11313,65
683,2459675736,930037150,2024-03-28 07:47:55,,0 days 03:36:13,2024-03-28 11:24:08,,12973,683
379,2766652046,1619099373,2024-03-28 07:47:57,,0 days 04:17:02,2024-03-28 12:04:59,,15422,379
1381,1273452296,355572562,2024-03-28 07:47:59,,0 days 03:08:41,2024-03-28 10:56:40,,11321,1381
1576,1349551625,2419894894,2024-03-28 07:47:59,,0 days 03:43:13,2024-03-28 11:31:12,,13393,1576
235,1349551619,2419768573,2024-03-28 07:47:59,,0 days 03:35:29,2024-03-28 11:23:28,,12929,235
531,1349549442,1080683883,2024-03-28 07:48:02,,0 days 04:17:08,2024-03-28 12:05:10,,15428,531
1308,247095954,2260315550,2024-03-28 07:48:04,,0 days 03:12:03,2024-03-28 11:00:07,,11523,1308
121,1273451622,4266704993,2024-03-28 07:48:04,,0 days 03:19:21,2024-03-28 11:07:25,,11961,121
120,1273451622,278213710,2024-03-28 07:48:06,,0 days 03:02:31,2024-03-28 10:50:37,,10951,120
302,1349549448,276498392,2024-03-28 07:48:07,,0 days 03:33:47,2024-03-28 11:21:54,,12827,302
1488,1687861975,1245993122,2024-03-28 07:48:08,,0 days 03:19:56,2024-03-28 11:08:04,,11996,1488
789,1349549442,884478405,2024-03-28 07:48:10,,0 days 05:00:04,2024-03-28 12:48:14,,18004,789
1467,8017990087,206373016,2024-03-28 07:48:10,,0 days 03:25:44,2024-03-28 11:13:54,,12344,1467
1542,247095954,9445396393,2024-03-28 07:48:11,,0 days 03:25:07,2024-03-28 11:13:18,,12307,1542
728,8017990087,317291642,2024-03-28 07:48:12,,0 days 04:56:16,2024-03-28 12:44:28,,17776,728
1141,2459675736,936940704,2024-03-28 07:48:12,,0 days 03:37:22,2024-03-28 11:25:34,,13042,1141
197,2459675747,236101769,2024-03-28 07:48:14,,0 days 03:09:48,2024-03-28 10:58:02,,11388,197
748,1273452148,207513543,2024-03-28 07:48:14,,0 days 03:58:54,2024-03-28 11:47:08,,14334,748
117,1273451423,272482353,2024-03-28 07:48:15,,0 days 02:48:48,2024-03-28 10:37:03,,10128,117
774,967822865,3145097076,2024-03-28 07:48:16,,0 days 03:07:21,2024-03-28 10:55:37,,11241,774
1192,8017990087,1896073890,2024-03-28 07:48:17,,0 days 03:09:36,2024-03-28 10:57:53,,11376,1192
68,1349549442,1081064202,2024-03-28 07:48:18,,0 days 04:14:27,2024-03-28 12:02:45,,15267,68
223,247095954,2065550545,2024-03-28 07:48:18,,0 days 02:51:05,2024-03-28 10:39:23,,10265,223
633,9937042182,277285482,2024-03-28 07:48:20,,0 days 03:14:38,2024-03-28 11:02:58,,11678,633
1476,967822865,265531155,2024-03-28 07:48:20,,0 days 03:50:14,2024-03-28 11:38:34,,13814,1476
801,2459675747,278196775,2024-03-28 07:48:21,,0 days 03:20:54,2024-03-28 11:09:15,,12054,801
1395,5486502623,280850522,2024-03-28 07:48:21,,0 days 03:19:19,2024-03-28 11:07:40,,11959,1395
1306,9680792743,278198323,2024-03-28 07:48:22,,0 days 03:02:43,2024-03-28 10:51:05,,10963,1306
730,247095954,5377964785,2024-03-28 07:48:24,,0 days 03:18:23,2024-03-28 11:06:47,,11903,730
657,2459675736,355584476,2024-03-28 07:48:24,,0 days 03:50:40,2024-03-28 11:39:04,,13840,657
491,1349551629,4266705000,2024-03-28 07:48:25,,0 days 03:38:33,2024-03-28 11:26:58,,13113,491
790,5486499552,243362238,2024-03-28 07:48:26,,0 days 03:12:48,2024-03-28 11:01:14,,11568,790
753,8017990086,402599855,2024-03-28 07:48:27,,0 days 03:23:07,2024-03-28 11:11:34,,12187,753
502,8017990087,1747228807,2024-03-28 07:48:28,,0 days 03:16:10,2024-03-28 11:04:38,,11770,502
970,1273452005,355578419,2024-03-28 07:48:30,,0 days 03:37:31,2024-03-28 11:26:01,,13051,970
407,1273451919,9445434619,2024-03-28 07:48:31,,0 days 03:52:02,2024-03-28 11:40:33,,13922,407
548,1349549435,251689931,2024-03-28 07:48:31,,0 days 03:35:05,2024-03-28 11:23:36,,12905,548
575,967822865,278194684,2024-03-28 07:48:32,,0 days 03:02:01,2024-03-28 10:50:33,,10921,575
1236,1349549448,2419768573,2024-03-28 07:48:32,,0 days 03:34:54,2024-03-28 11:23:26,,12894,1236
747,2459675747,32122180,2024-03-28 07:48:33,,0 days 03:22:59,2024-03-28 11:11:32,,12179,747
866,2459675747,269849525,2024-03-28 07:48:33,,0 days 03:15:41,2024-03-28 11:04:14,,11741,866
1101,1349549442,278209567,2024-03-28 07:48:34,,0 days 03:07:45,2024-03-28 10:56:19,,11265,1101
750,2766652046,251767761,2024-03-28 07:48:35,,0 days 03:12:13,2024-03-28 11:00:48,,11533,750
1454,1349551625,5256488112,2024-03-28 07:48:39,,0 days 03:13:17,2024-03-28 11:01:56,,11597,1454
699,1273451919,3118668595,2024-03-28 07:48:40,,0 days 03:03:14,2024-03-28 10:51:54,,10994,699
573,2459675736,595751054,2024-03-28 07:48:40,,0 days 03:38:11,2024-03-28 11:26:51,,13091,573
527,1349551625,251693605,2024-03-28 07:48:40,,0 days 03:30:05,2024-03-28 11:18:45,,12605,527
1327,9680792743,272482351,2024-03-28 07:48:40,,0 days 02:49:17,2024-03-28 10:37:57,,10157,1327
1013,5486502622,287895899,2024-03-28 07:48:44,,0 days 02:55:36,2024-03-28 10:44:20,,10536,1013
1355,1273452296,1182564860,2024-03-28 07:48:44,,0 days 02:47:29,2024-03-28 10:36:13,,10049,1355
212,1349551619,243783954,2024-03-28 07:48:45,,0 days 03:21:42,2024-03-28 11:10:27,,12102,212
1279,247095954,206373658,2024-03-28 07:48:46,,0 days 03:33:55,2024-03-28 11:22:41,,12835,1279
62,1687861975,278194689,2024-03-28 07:48:47,,0 days 03:03:48,2024-03-28 10:52:35,,11028,62
270,1349551625,933274018,2024-03-28 07:48:50,,0 days 03:39:15,2024-03-28 11:28:05,,13155,270
1405,8017990087,272303105,2024-03-28 07:48:50,,0 days 02:50:24,2024-03-28 10:39:14,,10224,1405
1557,2459675747,1896073926,2024-03-28 07:48:51,,0 days 03:14:10,2024-03-28 11:03:01,,11650,1557
1138,1273452148,243362262,2024-03-28 07:48:52,,0 days 03:08:18,2024-03-28 10:57:10,,11298,1138
1304,1273451919,264004953,2024-03-28 07:48:53,,0 days 02:40:00,2024-03-28 10:28:53,,9600,1304
1084,247095954,3885154971,2024-03-28 07:48:55,,0 days 03:30:47,2024-03-28 11:19:42,,12647,1084
266,247095954,1245993627,2024-03-28 07:48:56,,0 days 03:21:31,2024-03-28 11:10:27,,12091,266
238,1273451919,316697833,2024-03-28 07:48:58,,0 days 04:14:29,2024-03-28 12:03:27,,15269,238
1450,2459675736,587632534,2024-03-28 07:49:02,,0 days 03:24:40,2024-03-28 11:13:42,,12280,1450
762,1349549448,4520485709,2024-03-28 07:49:02,,0 days 03:28:06,2024-03-28 11:17:08,,12486,762
1423,5486499552,261998481,2024-03-28 07:49:03,,0 days 02:56:50,2024-03-28 10:45:53,,10610,1423
147,1349551629,280888631,2024-03-28 07:49:05,,0 days 04:02:07,2024-03-28 11:51:12,,14527,147
751,1349551619,276498392,2024-03-28 07:49:07,,0 days 03:34:22,2024-03-28 11:23:29,,12862,751
1320,1273451919,1963269980,2024-03-28 07:49:08,,0 days 03:36:48,2024-03-28 11:25:56,,13008,1320
344,8017990086,206375463,2024-03-28 07:49:08,,0 days 03:10:57,2024-03-28 11:00:05,,11457,344
888,1349549448,226214980,2024-03-28 07:49:08,,0 days 03:15:28,2024-03-28 11:04:36,,11728,888
1491,8017990087,1192966059,2024-03-28 07:49:09,,0 days 02:29:59,2024-03-28 10:19:08,,8999,1491
1267,2459675736,322846990,2024-03-28 07:49:09,,0 days 03:45:20,2024-03-28 11:34:29,,13520,1267
1284,1349551625,1835294719,2024-03-28 07:49:11,,0 days 04:36:48,2024-03-28 12:25:59,,16608,1284
291,1273451833,3643472781,2024-03-28 07:49:13,,0 days 03:08:34,2024-03-28 10:57:47,,11314,291
1053,5486499552,316819568,2024-03-28 07:49:13,,0 days 03:27:16,2024-03-28 11:16:29,,12436,1053
454,247095954,5377964785,2024-03-28 07:49:13,,0 days 03:18:23,2024-03-28 11:07:36,,11903,454
591,2459675747,933828587,2024-03-28 07:49:13,,0 days 03:32:36,2024-03-28 11:21:49,,12756,591
346,6581935605,3723589970,2024-03-28 07:49:14,,0 days 03:28:44,2024-03-28 11:17:58,,12524,346
607,1349551629,1423050018,2024-03-28 07:49:14,,0 days 03:33:44,2024-03-28 11:22:58,,12824,607
1087,1273451423,2419894837,2024-03-28 07:49:14,,0 days 03:14:10,2024-03-28 11:03:24,,11650,1087
505,1349551629,251767765,2024-03-28 07:49:15,,0 days 03:16:54,2024-03-28 11:06:09,,11814,505
1406,1349551629,1454229532,2024-03-28 07:49:15,,0 days 03:28:53,2024-03-28 11:18:08,,12533,1406
820,1273451919,10720159657,2024-03-28 07:49:19,,0 days 03:13:26,2024-03-28 11:02:45,,11606,820
1350,5486502623,207519416,2024-03-28 07:49:20,,0 days 03:45:12,2024-03-28 11:34:32,,13512,1350
1034,1349549435,1658893582,2024-03-28 07:49:22,,0 days 03:22:42,2024-03-28 11:12:04,,12162,1034
206,1349549435,278217722,2024-03-28 07:49:22,,0 days 03:19:44,2024-03-28 11:09:06,,11984,206
1504,1349551629,278209562,2024-03-28 07:49:22,,0 days 03:01:13,2024-03-28 10:50:35,,10873,1504
931,1349551625,5906305395,2024-03-28 07:49:22,,0 days 03:30:22,2024-03-28 11:19:44,,12622,931
1262,1349549448,10199813031,2024-03-28 07:49:22,,0 days 03:20:57,2024-03-28 11:10:19,,12057,1262
1159,2459675736,1222395408,2024-03-28 07:49:23,,0 days 03:26:03,2024-03-28 11:15:26,,12363,1159
1058,1273451401,273483027,2024-03-28 07:49:23,,0 days 03:06:15,2024-03-28 10:55:38,,11175,1058
892,1349551625,322850473,2024-03-28 07:49:23,,0 days 03:42:06,2024-03-28 11:31:29,,13326,892
406,247095954,32122185,2024-03-28 07:49:25,,0 days 03:10:41,2024-03-28 11:00:06,,11441,406
572,1273451735,9445396393,2024-03-28 07:49:26,,0 days 03:09:08,2024-03-28 10:58:34,,11348,572
632,2459675736,278194690,2024-03-28 07:49:27,,0 days 02:56:47,2024-03-28 10:46:14,,10607,632
924,247095954,8984424506,2024-03-28 07:49:28,,0 days 05:21:51,2024-03-28 13:11:19,,19311,924
167,1349549448,1314890030,2024-03-28 07:49:29,,0 days 03:47:14,2024-03-28 11:36:43,,13634,167
1245,2459675747,322849994,2024-03-28 07:49:30,,0 days 03:45:54,2024-03-28 11:35:24,,13554,1245
1590,1273451919,278213725,2024-03-28 07:49:32,,0 days 03:24:37,2024-03-28 11:14:09,,12277,1590
543,967822865,278198330,2024-03-28 07:49:35,,0 days 03:04:29,2024-03-28 10:54:04,,11069,543
1003,8017990087,245486446,2024-03-28 07:49:36,,0 days 02:46:19,2024-03-28 10:35:55,,9979,1003
991,1273451423,9427888488,2024-03-28 07:49:36,,0 days 03:18:49,2024-03-28 11:08:25,,11929,991
1318,8017990086,596220508,2024-03-28 07:49:37,,0 days 03:51:54,2024-03-28 11:41:31,,13914,1318
