,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id
629,286050140,243362238,2024-03-29 07:46:47,,0 days 02:21:47,2024-03-29 10:08:34,,8507,629
1638,307414955,2403443561,2024-03-29 07:46:47,,0 days 01:39:38,2024-03-29 09:26:25,,5978,1638
1589,2377013550,243362238,2024-03-29 07:46:48,,0 days 02:21:06,2024-03-29 10:07:54,,8466,1589
876,2377013550,3728252889,2024-03-29 07:46:49,,0 days 03:05:56,2024-03-29 10:52:45,,11156,876
1355,9882648710,278209558,2024-03-29 07:46:49,,0 days 02:25:14,2024-03-29 10:12:03,,8714,1355
1026,232660279,933828587,2024-03-29 07:46:50,,0 days 02:14:34,2024-03-29 10:01:24,,8074,1026
724,232660279,9977094190,2024-03-29 07:46:50,,0 days 02:16:03,2024-03-29 10:02:53,,8163,724
1662,2377013550,226019032,2024-03-29 07:46:50,,0 days 01:41:21,2024-03-29 09:28:11,,6081,1662
1122,9882648710,1411551384,2024-03-29 07:46:51,,0 days 02:46:21,2024-03-29 10:33:12,,9981,1122
86,2377013550,3178635814,2024-03-29 07:46:51,,0 days 02:02:35,2024-03-29 09:49:26,,7355,86
1329,232660279,278215724,2024-03-29 07:46:52,,0 days 02:13:13,2024-03-29 10:00:05,,7993,1329
399,294025348,560401386,2024-03-29 07:46:53,,0 days 02:44:01,2024-03-29 10:30:54,,9841,399
17,2377013550,251767743,2024-03-29 07:46:53,,0 days 02:07:48,2024-03-29 09:54:41,,7668,17
1781,262224980,32122185,2024-03-29 07:46:54,,0 days 02:29:16,2024-03-29 10:16:10,,8956,1781
1222,307414955,236262144,2024-03-29 07:46:56,,0 days 02:47:14,2024-03-29 10:34:10,,10034,1222
553,9882648710,715191565,2024-03-29 07:46:57,,0 days 03:23:50,2024-03-29 11:10:47,,12230,553
764,32067567,341958102,2024-03-29 07:46:57,,0 days 02:27:54,2024-03-29 10:14:51,,8874,764
1592,307414955,4266705000,2024-03-29 07:46:57,,0 days 02:11:54,2024-03-29 09:58:51,,7914,1592
135,307414955,278186350,2024-03-29 07:46:58,,0 days 01:47:55,2024-03-29 09:34:53,,6475,135
1288,232660185,2255634469,2024-03-29 07:46:58,,0 days 03:15:08,2024-03-29 11:02:06,,11708,1288
1009,294025348,8733787977,2024-03-29 07:46:59,,0 days 01:55:58,2024-03-29 09:42:57,,6958,1009
182,307414955,207533482,2024-03-29 07:47:00,,0 days 02:21:30,2024-03-29 10:08:30,,8490,182
493,307414955,2420153436,2024-03-29 07:47:01,,0 days 01:35:01,2024-03-29 09:22:02,,5701,493
458,9882648710,206371894,2024-03-29 07:47:01,,0 days 02:08:45,2024-03-29 09:55:46,,7725,458
429,232722182,1245993627,2024-03-29 07:47:01,,0 days 02:18:47,2024-03-29 10:05:48,,8327,429
1116,307414955,1877473310,2024-03-29 07:47:04,,0 days 02:30:08,2024-03-29 10:17:12,,9008,1116
401,32067567,288604085,2024-03-29 07:47:04,,0 days 01:59:57,2024-03-29 09:47:01,,7197,401
1036,2276829756,2285856138,2024-03-29 07:47:05,,0 days 03:04:06,2024-03-29 10:51:11,,11046,1036
1136,2476197746,1747509912,2024-03-29 07:47:05,,0 days 02:11:21,2024-03-29 09:58:26,,7881,1136
1410,232660185,3723589970,2024-03-29 07:47:05,,0 days 02:08:11,2024-03-29 09:55:16,,7691,1410
1646,274511626,278198323,2024-03-29 07:47:08,,0 days 02:12:51,2024-03-29 09:59:59,,7971,1646
994,274511626,321660133,2024-03-29 07:47:09,,0 days 02:19:04,2024-03-29 10:06:13,,8344,994
1046,274511626,9484792806,2024-03-29 07:47:11,,0 days 01:59:10,2024-03-29 09:46:21,,7150,1046
1034,286050140,272496214,2024-03-29 07:47:12,,0 days 03:09:42,2024-03-29 10:56:54,,11382,1034
569,232660150,880670971,2024-03-29 07:47:12,,0 days 02:19:28,2024-03-29 10:06:40,,8368,569
813,2276829756,2056597995,2024-03-29 07:47:14,,0 days 02:39:51,2024-03-29 10:27:05,,9591,813
915,274511626,31349999,2024-03-29 07:47:15,,0 days 02:14:52,2024-03-29 10:02:07,,8092,915
1420,307414955,2065550545,2024-03-29 07:47:17,,0 days 02:12:24,2024-03-29 09:59:41,,7944,1420
1128,2276829756,1199353868,2024-03-29 07:47:17,,0 days 02:43:01,2024-03-29 10:30:18,,9781,1128
703,307414955,206376681,2024-03-29 07:47:17,,0 days 02:10:02,2024-03-29 09:57:19,,7802,703
905,933714203,278209567,2024-03-29 07:47:18,,0 days 02:38:49,2024-03-29 10:26:07,,9529,905
572,9882648710,1080684230,2024-03-29 07:47:18,,0 days 02:10:05,2024-03-29 09:57:23,,7805,572
1186,2377013550,322846864,2024-03-29 07:47:18,,0 days 02:05:14,2024-03-29 09:52:32,,7514,1186
1269,933714203,3727158684,2024-03-29 07:47:19,,0 days 02:22:14,2024-03-29 10:09:33,,8534,1269
1057,274511626,207432959,2024-03-29 07:47:19,,0 days 01:31:33,2024-03-29 09:18:52,,5493,1057
500,232660279,277241326,2024-03-29 07:47:19,,0 days 01:55:58,2024-03-29 09:43:17,,6958,500
1451,9882648710,278209558,2024-03-29 07:47:20,,0 days 02:25:14,2024-03-29 10:12:34,,8714,1451
691,262220889,243362238,2024-03-29 07:47:21,,0 days 02:21:58,2024-03-29 10:09:19,,8518,691
438,2377013550,322230278,2024-03-29 07:47:22,,0 days 02:18:48,2024-03-29 10:06:10,,8328,438
1467,2476197746,2825057903,2024-03-29 07:47:24,,0 days 02:17:49,2024-03-29 10:05:13,,8269,1467
1751,9882648710,587632534,2024-03-29 07:47:24,,0 days 02:51:12,2024-03-29 10:38:36,,10272,1751
191,32067567,316293947,2024-03-29 07:47:25,,0 days 02:09:48,2024-03-29 09:57:13,,7788,191
1183,2377013550,1182564860,2024-03-29 07:47:27,,0 days 02:01:25,2024-03-29 09:48:52,,7285,1183
1155,2476197746,1200446215,2024-03-29 07:47:28,,0 days 02:02:12,2024-03-29 09:49:40,,7332,1155
1139,9882648710,1747228802,2024-03-29 07:47:30,,0 days 02:30:49,2024-03-29 10:18:19,,9049,1139
1006,307414955,341958164,2024-03-29 07:47:30,,0 days 02:24:24,2024-03-29 10:11:54,,8664,1006
962,2476197746,4266705000,2024-03-29 07:47:31,,0 days 02:21:45,2024-03-29 10:09:16,,8505,962
1786,2476197746,9448491996,2024-03-29 07:47:32,,0 days 00:59:24,2024-03-29 08:46:56,,3564,1786
1259,274511626,355571656,2024-03-29 07:47:33,,0 days 02:37:25,2024-03-29 10:24:58,,9445,1259
571,32067567,1658892311,2024-03-29 07:47:36,,0 days 02:38:46,2024-03-29 10:26:22,,9526,571
269,307414955,207476176,2024-03-29 07:47:38,,0 days 02:03:53,2024-03-29 09:51:31,,7433,269
489,262221021,251689493,2024-03-29 07:47:40,,0 days 02:04:29,2024-03-29 09:52:09,,7469,489
1669,294025348,1193019750,2024-03-29 07:47:42,,0 days 02:24:04,2024-03-29 10:11:46,,8644,1669
64,32067567,940798692,2024-03-29 07:47:42,,0 days 03:08:02,2024-03-29 10:55:44,,11282,64
1408,232660185,322846997,2024-03-29 07:47:42,,0 days 02:06:47,2024-03-29 09:54:29,,7607,1408
735,2306398126,264332125,2024-03-29 07:47:43,,0 days 02:28:53,2024-03-29 10:16:36,,8933,735
1333,262220889,273769857,2024-03-29 07:47:44,,0 days 01:45:14,2024-03-29 09:32:58,,6314,1333
1688,274511626,2005300507,2024-03-29 07:47:45,,0 days 02:12:32,2024-03-29 10:00:17,,7952,1688
349,286050140,1199353879,2024-03-29 07:47:48,,0 days 02:23:32,2024-03-29 10:11:20,,8612,349
1398,9882648710,261708619,2024-03-29 07:47:48,,0 days 02:09:11,2024-03-29 09:56:59,,7751,1398
1252,262220889,1857903472,2024-03-29 07:47:49,,0 days 02:05:48,2024-03-29 09:53:37,,7548,1252
805,307414955,278213724,2024-03-29 07:47:50,,0 days 02:01:30,2024-03-29 09:49:20,,7290,805
1588,232660279,310654674,2024-03-29 07:47:53,,0 days 01:37:21,2024-03-29 09:25:14,,5841,1588
47,2476197746,2261513248,2024-03-29 07:47:54,,0 days 02:14:03,2024-03-29 10:01:57,,8043,47
1474,32067567,2255634847,2024-03-29 07:47:54,,0 days 02:59:53,2024-03-29 10:47:47,,10793,1474
1749,9882648710,2986880603,2024-03-29 07:47:54,,0 days 02:21:43,2024-03-29 10:09:37,,8503,1749
376,232660279,278215724,2024-03-29 07:47:54,,0 days 02:13:13,2024-03-29 10:01:07,,7993,376
1085,933714203,1747235694,2024-03-29 07:47:55,,0 days 02:35:36,2024-03-29 10:23:31,,9336,1085
1341,286050140,322846990,2024-03-29 07:47:55,,0 days 02:12:45,2024-03-29 10:00:40,,7965,1341
990,274511622,286069613,2024-03-29 07:47:55,,0 days 03:25:30,2024-03-29 11:13:25,,12330,990
1411,262220889,278217719,2024-03-29 07:47:59,,0 days 02:09:33,2024-03-29 09:57:32,,7773,1411
1564,9882648710,798566730,2024-03-29 07:47:59,,0 days 02:28:04,2024-03-29 10:16:03,,8884,1564
1540,232722182,669931068,2024-03-29 07:47:59,,0 days 02:34:33,2024-03-29 10:22:32,,9273,1540
503,307414955,206371912,2024-03-29 07:47:59,,0 days 01:53:26,2024-03-29 09:41:25,,6806,503
1523,274511626,1417891867,2024-03-29 07:48:01,,0 days 02:52:15,2024-03-29 10:40:16,,10335,1523
128,286050140,1222395388,2024-03-29 07:48:04,,0 days 02:33:44,2024-03-29 10:21:48,,9224,128
1667,262220889,5149109595,2024-03-29 07:48:06,,0 days 02:04:18,2024-03-29 09:52:24,,7458,1667
1054,933714203,355570811,2024-03-29 07:48:08,,0 days 03:02:47,2024-03-29 10:50:55,,10967,1054
1739,32067567,278209567,2024-03-29 07:48:09,,0 days 02:30:06,2024-03-29 10:18:15,,9006,1739
1144,294025348,2419768569,2024-03-29 07:48:14,,0 days 01:52:54,2024-03-29 09:41:08,,6774,1144
1224,274511622,1684168807,2024-03-29 07:48:14,,0 days 03:12:32,2024-03-29 11:00:46,,11552,1224
1369,232660150,226018992,2024-03-29 07:48:16,,0 days 01:44:50,2024-03-29 09:33:06,,6290,1369
849,933714203,269849504,2024-03-29 07:48:17,,0 days 02:59:01,2024-03-29 10:47:18,,10741,849
1490,2276829756,207513552,2024-03-29 07:48:18,,0 days 02:22:48,2024-03-29 10:11:06,,8568,1490
601,32067567,278217726,2024-03-29 07:48:19,,0 days 02:26:35,2024-03-29 10:14:54,,8795,601
388,2377013550,1314876876,2024-03-29 07:48:20,,0 days 02:01:08,2024-03-29 09:49:28,,7268,388
515,2377013550,355570810,2024-03-29 07:48:22,,0 days 02:40:28,2024-03-29 10:28:50,,9628,515
1390,2377013550,4342631452,2024-03-29 07:48:24,,0 days 02:41:00,2024-03-29 10:29:24,,9660,1390
763,9882648710,1668978567,2024-03-29 07:48:25,,0 days 02:22:27,2024-03-29 10:10:52,,8547,763
425,294025348,2958986040,2024-03-29 07:48:25,,0 days 02:30:48,2024-03-29 10:19:13,,9048,425
390,262220889,278069364,2024-03-29 07:48:26,,0 days 02:15:15,2024-03-29 10:03:41,,8115,390
814,9882648710,1900202076,2024-03-29 07:48:26,,0 days 03:26:24,2024-03-29 11:14:50,,12384,814
1204,232660150,10947538957,2024-03-29 07:48:26,,0 days 03:12:10,2024-03-29 11:00:36,,11530,1204
711,307414955,9445396383,2024-03-29 07:48:26,,0 days 02:16:33,2024-03-29 10:04:59,,8193,711
1274,232660150,278192368,2024-03-29 07:48:30,,0 days 01:59:10,2024-03-29 09:47:40,,7150,1274
837,9882648710,251767905,2024-03-29 07:48:32,,0 days 02:20:31,2024-03-29 10:09:03,,8431,837
594,262221021,880670971,2024-03-29 07:48:33,,0 days 02:43:08,2024-03-29 10:31:41,,9788,594
1007,307414955,1831119259,2024-03-29 07:48:34,,0 days 02:10:10,2024-03-29 09:58:44,,7810,1007
823,2377013550,3278432204,2024-03-29 07:48:35,,0 days 01:38:23,2024-03-29 09:26:58,,5903,823
294,307414955,206375078,2024-03-29 07:48:35,,0 days 02:16:27,2024-03-29 10:05:02,,8187,294
1726,307414955,2255634844,2024-03-29 07:48:39,,0 days 02:47:06,2024-03-29 10:35:45,,10026,1726
1422,2476197746,281719609,2024-03-29 07:48:39,,0 days 02:17:39,2024-03-29 10:06:18,,8259,1422
1583,294025348,278194687,2024-03-29 07:48:39,,0 days 02:11:01,2024-03-29 09:59:40,,7861,1583
1356,262220889,245421628,2024-03-29 07:48:39,,0 days 02:04:21,2024-03-29 09:53:00,,7461,1356
1191,274511626,245421812,2024-03-29 07:48:39,,0 days 02:09:40,2024-03-29 09:58:19,,7780,1191
1283,232660150,2440115961,2024-03-29 07:48:39,,0 days 01:39:53,2024-03-29 09:28:32,,5993,1283
1616,307414955,1024088432,2024-03-29 07:48:39,,0 days 02:01:48,2024-03-29 09:50:27,,7308,1616
644,9882648710,4454780762,2024-03-29 07:48:40,,0 days 02:39:07,2024-03-29 10:27:47,,9547,644
1416,232660185,206376805,2024-03-29 07:48:40,,0 days 02:21:54,2024-03-29 10:10:34,,8514,1416
545,307414955,596220520,2024-03-29 07:48:40,,0 days 01:58:25,2024-03-29 09:47:05,,7105,545
1827,2377013550,2056847263,2024-03-29 07:48:42,,0 days 02:22:55,2024-03-29 10:11:37,,8575,1827
697,307414955,323813581,2024-03-29 07:48:42,,0 days 03:03:40,2024-03-29 10:52:22,,11020,697
1789,2306398126,1454516034,2024-03-29 07:48:43,,0 days 02:51:29,2024-03-29 10:40:12,,10289,1789
1231,933713190,9508246102,2024-03-29 07:48:43,,0 days 03:23:02,2024-03-29 11:11:45,,12182,1231
1508,2276829756,4955501316,2024-03-29 07:48:44,,0 days 02:42:29,2024-03-29 10:31:13,,9749,1508
900,232660279,1747228787,2024-03-29 07:48:44,,0 days 02:17:22,2024-03-29 10:06:06,,8242,900
1018,232660157,9069418201,2024-03-29 07:48:44,,0 days 02:38:45,2024-03-29 10:27:29,,9525,1018
1412,2377013550,243362238,2024-03-29 07:48:46,,0 days 02:21:06,2024-03-29 10:09:52,,8466,1412
420,2276829756,10702746612,2024-03-29 07:48:47,,0 days 02:33:31,2024-03-29 10:22:18,,9211,420
1044,2377013550,261675736,2024-03-29 07:48:47,,0 days 01:23:18,2024-03-29 09:12:05,,4998,1044
336,307414955,2958986041,2024-03-29 07:48:48,,0 days 02:13:32,2024-03-29 10:02:20,,8012,336
1091,2276829756,288145484,2024-03-29 07:48:48,,0 days 02:49:09,2024-03-29 10:37:57,,10149,1091
414,9882648710,9427888488,2024-03-29 07:48:49,,0 days 02:38:10,2024-03-29 10:26:59,,9490,414
192,294025348,278234324,2024-03-29 07:48:49,,0 days 02:04:11,2024-03-29 09:53:00,,7451,192
925,274511626,1289597467,2024-03-29 07:48:49,,0 days 02:59:02,2024-03-29 10:47:51,,10742,925
1321,2276829756,269325541,2024-03-29 07:48:49,,0 days 02:09:35,2024-03-29 09:58:24,,7775,1321
156,2377013550,4520485715,2024-03-29 07:48:50,,0 days 02:31:12,2024-03-29 10:20:02,,9072,156
1064,262221021,283705728,2024-03-29 07:48:54,,0 days 02:50:28,2024-03-29 10:39:22,,10228,1064
