,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id
30,6700217342,906720287,2024-03-28 07:45:24,,0 days 03:06:18,2024-03-28 10:51:42,,11178,30
1599,3444983255,34805948,2024-03-28 07:45:25,,0 days 01:50:12,2024-03-28 09:35:37,,6612,1599
1917,942815901,269852140,2024-03-28 07:45:26,,0 days 02:18:00,2024-03-28 10:03:26,,8280,1917
726,942815935,288604073,2024-03-28 07:45:27,,0 days 02:26:11,2024-03-28 10:11:38,,8771,726
1029,1264455191,316801043,2024-03-28 07:45:27,,0 days 02:21:25,2024-03-28 10:06:52,,8485,1029
2026,942815952,10712344236,2024-03-28 07:45:28,,0 days 04:20:40,2024-03-28 12:06:08,,15640,2026
492,942815876,341970490,2024-03-28 07:45:29,,0 days 03:19:51,2024-03-28 11:05:20,,11991,492
472,941399121,206371910,2024-03-28 07:45:30,,0 days 02:54:32,2024-03-28 10:40:02,,10472,472
711,942815952,1297072667,2024-03-28 07:45:31,,0 days 03:28:31,2024-03-28 11:14:02,,12511,711
2255,942815978,261708619,2024-03-28 07:45:32,,0 days 02:27:28,2024-03-28 10:13:00,,8848,2255
426,289684446,321660133,2024-03-28 07:45:32,,0 days 02:56:56,2024-03-28 10:42:28,,10616,426
970,11235606322,596220508,2024-03-28 07:45:32,,0 days 02:51:15,2024-03-28 10:36:47,,10275,970
185,942815901,32122185,2024-03-28 07:45:33,,0 days 02:23:38,2024-03-28 10:09:11,,8618,185
1415,942815903,3600401182,2024-03-28 07:45:34,,0 days 02:41:05,2024-03-28 10:26:39,,9665,1415
49,942815919,1029858687,2024-03-28 07:45:34,,0 days 02:07:03,2024-03-28 09:52:37,,7623,49
1883,941399068,2509782477,2024-03-28 07:45:34,,0 days 03:01:45,2024-03-28 10:47:19,,10905,1883
637,942815881,494604313,2024-03-28 07:45:34,,0 days 02:51:24,2024-03-28 10:36:58,,10284,637
1754,11248021332,378365965,2024-03-28 07:45:35,,0 days 02:23:52,2024-03-28 10:09:27,,8632,1754
195,942815919,6643622538,2024-03-28 07:45:35,,0 days 02:55:35,2024-03-28 10:41:10,,10535,195
17,957184286,278192365,2024-03-28 07:45:35,,0 days 01:54:54,2024-03-28 09:40:29,,6894,17
767,942815919,1647318902,2024-03-28 07:45:35,,0 days 02:19:08,2024-03-28 10:04:43,,8348,767
1276,942815978,277226756,2024-03-28 07:45:36,,0 days 03:33:44,2024-03-28 11:19:20,,12824,1276
2372,942815876,1222395388,2024-03-28 07:45:36,,0 days 02:23:46,2024-03-28 10:09:22,,8626,2372
1934,1264455251,278209565,2024-03-28 07:45:37,,0 days 02:14:43,2024-03-28 10:00:20,,8083,1934
898,960515718,1751465807,2024-03-28 07:45:37,,0 days 02:33:41,2024-03-28 10:19:18,,9221,898
1085,263893386,798566479,2024-03-28 07:45:37,,0 days 02:37:16,2024-03-28 10:22:53,,9436,1085
428,941399068,31349978,2024-03-28 07:45:37,,0 days 02:25:04,2024-03-28 10:10:41,,8704,428
1414,942815952,325632942,2024-03-28 07:45:37,,0 days 02:09:06,2024-03-28 09:54:43,,7746,1414
1427,960515718,1915399232,2024-03-28 07:45:39,,0 days 03:55:00,2024-03-28 11:40:39,,14100,1427
376,942815978,4520485706,2024-03-28 07:45:40,,0 days 02:17:47,2024-03-28 10:03:27,,8267,376
9,1264455279,5061092183,2024-03-28 07:45:40,,0 days 02:57:00,2024-03-28 10:42:40,,10620,9
43,289684438,488327290,2024-03-28 07:45:40,,0 days 01:52:11,2024-03-28 09:37:51,,6731,43
1634,941399068,355572562,2024-03-28 07:45:41,,0 days 02:13:51,2024-03-28 09:59:32,,8031,1634
387,942815978,34806015,2024-03-28 07:45:42,,0 days 02:38:34,2024-03-28 10:24:16,,9514,387
2396,5625488872,311337266,2024-03-28 07:45:43,,0 days 02:54:11,2024-03-28 10:39:54,,10451,2396
640,583377730,272482349,2024-03-28 07:45:44,,0 days 01:38:41,2024-03-28 09:24:25,,5921,640
973,957184307,278186364,2024-03-28 07:45:44,,0 days 02:30:29,2024-03-28 10:16:13,,9029,973
1375,941399139,1199353868,2024-03-28 07:45:44,,0 days 02:36:49,2024-03-28 10:22:33,,9409,1375
2016,281775926,206376813,2024-03-28 07:45:44,,0 days 02:12:20,2024-03-28 09:58:04,,7940,2016
1465,942815903,288604063,2024-03-28 07:45:44,,0 days 02:42:18,2024-03-28 10:28:02,,9738,1465
2254,1267839993,5219326000,2024-03-28 07:45:45,,0 days 03:02:07,2024-03-28 10:47:52,,10927,2254
1135,281775926,1747228804,2024-03-28 07:45:45,,0 days 02:25:09,2024-03-28 10:10:54,,8709,1135
2104,941399079,288145420,2024-03-28 07:45:46,,0 days 02:02:47,2024-03-28 09:48:33,,7367,2104
2296,942815952,322230278,2024-03-28 07:45:46,,0 days 02:32:43,2024-03-28 10:18:29,,9163,2296
1628,942815978,355572112,2024-03-28 07:45:47,,0 days 02:07:09,2024-03-28 09:52:56,,7629,1628
1600,942815881,4894028318,2024-03-28 07:45:47,,0 days 02:17:16,2024-03-28 10:03:03,,8236,1600
742,942815919,10776134851,2024-03-28 07:45:48,,0 days 02:49:17,2024-03-28 10:35:05,,10157,742
1208,957184290,288604077,2024-03-28 07:45:48,,0 days 02:29:09,2024-03-28 10:14:57,,8949,1208
1167,960515718,355572562,2024-03-28 07:45:49,,0 days 02:04:09,2024-03-28 09:49:58,,7449,1167
126,942815917,207476176,2024-03-28 07:45:49,,0 days 02:36:46,2024-03-28 10:22:35,,9406,126
213,11235606322,3885154971,2024-03-28 07:45:49,,0 days 02:26:57,2024-03-28 10:12:46,,8817,213
521,960515718,2261513256,2024-03-28 07:45:50,,0 days 02:41:15,2024-03-28 10:27:05,,9675,521
1130,11248021332,1080043189,2024-03-28 07:45:52,,0 days 03:26:43,2024-03-28 11:12:35,,12403,1130
1707,263893374,278217722,2024-03-28 07:45:54,,0 days 02:17:53,2024-03-28 10:03:47,,8273,1707
137,942815869,995575537,2024-03-28 07:46:00,,0 days 02:37:47,2024-03-28 10:23:47,,9467,137
1302,11248021332,986212435,2024-03-28 07:46:01,,0 days 01:56:49,2024-03-28 09:42:50,,7009,1302
2201,1267839993,281478097,2024-03-28 07:46:02,,0 days 02:46:19,2024-03-28 10:32:21,,9979,2201
658,942815903,4520485706,2024-03-28 07:46:02,,0 days 02:17:45,2024-03-28 10:03:47,,8265,658
1411,957184305,9445396391,2024-03-28 07:46:03,,0 days 02:11:43,2024-03-28 09:57:46,,7903,1411
249,289684446,32122170,2024-03-28 07:46:03,,0 days 01:50:49,2024-03-28 09:36:52,,6649,249
370,1264455251,1193019771,2024-03-28 07:46:04,,0 days 02:16:41,2024-03-28 10:02:45,,8201,370
2230,942815881,288495991,2024-03-28 07:46:04,,0 days 02:31:52,2024-03-28 10:17:56,,9112,2230
1700,1264455251,288149510,2024-03-28 07:46:05,,0 days 02:04:19,2024-03-28 09:50:24,,7459,1700
909,941399121,4691094306,2024-03-28 07:46:06,,0 days 02:02:37,2024-03-28 09:48:43,,7357,909
590,1264455279,2503011505,2024-03-28 07:46:08,,0 days 03:35:21,2024-03-28 11:21:29,,12921,590
2264,1264455251,206376392,2024-03-28 07:46:08,,0 days 02:21:09,2024-03-28 10:07:17,,8469,2264
1523,941399079,10199813028,2024-03-28 07:46:10,,0 days 02:13:32,2024-03-28 09:59:42,,8012,1523
1186,942815978,278213721,2024-03-28 07:46:11,,0 days 02:33:30,2024-03-28 10:19:41,,9210,1186
1340,942815952,2958986040,2024-03-28 07:46:11,,0 days 02:34:47,2024-03-28 10:20:58,,9287,1340
2348,289684446,327657802,2024-03-28 07:46:11,,0 days 00:40:23,2024-03-28 08:26:34,,2423,2348
408,957184305,1338131445,2024-03-28 07:46:12,,0 days 02:07:26,2024-03-28 09:53:38,,7646,408
1492,276629977,287630486,2024-03-28 07:46:12,,0 days 03:33:03,2024-03-28 11:19:15,,12783,1492
1310,1264455191,280889400,2024-03-28 07:46:14,,0 days 03:03:05,2024-03-28 10:49:19,,10985,1310
1835,276629980,251767761,2024-03-28 07:46:14,,0 days 02:18:50,2024-03-28 10:05:04,,8330,1835
517,2526523833,278242808,2024-03-28 07:46:15,,0 days 02:45:09,2024-03-28 10:31:24,,9909,517
165,960515718,1237219130,2024-03-28 07:46:15,,0 days 02:21:38,2024-03-28 10:07:53,,8498,165
1956,583377730,3090820188,2024-03-28 07:46:15,,0 days 02:17:27,2024-03-28 10:03:42,,8247,1956
303,957184305,275881899,2024-03-28 07:46:15,,0 days 00:59:43,2024-03-28 08:45:58,,3583,303
1072,1264455191,281477852,2024-03-28 07:46:16,,0 days 02:29:47,2024-03-28 10:16:03,,8987,1072
2193,281775926,275658037,2024-03-28 07:46:16,,0 days 02:18:56,2024-03-28 10:05:12,,8336,2193
952,960515718,1411551384,2024-03-28 07:46:16,,0 days 02:22:03,2024-03-28 10:08:19,,8523,952
1510,289684438,3398135146,2024-03-28 07:46:17,,0 days 02:00:55,2024-03-28 09:47:12,,7255,1510
735,11235606322,880670971,2024-03-28 07:46:18,,0 days 02:18:59,2024-03-28 10:05:17,,8339,735
385,5625512534,587632534,2024-03-28 07:46:20,,0 days 02:40:20,2024-03-28 10:26:40,,9620,385
641,1264455179,880751881,2024-03-28 07:46:20,,0 days 01:42:17,2024-03-28 09:28:37,,6137,641
133,957184279,243362264,2024-03-28 07:46:20,,0 days 02:10:11,2024-03-28 09:56:31,,7811,133
1521,289684438,1803095902,2024-03-28 07:46:21,,0 days 01:38:22,2024-03-28 09:24:43,,5902,1521
151,5625488872,280888747,2024-03-28 07:46:21,,0 days 03:13:24,2024-03-28 10:59:45,,11604,151
910,289684438,355574042,2024-03-28 07:46:23,,0 days 01:57:49,2024-03-28 09:44:12,,7069,910
1796,1264455279,355574896,2024-03-28 07:46:23,,0 days 02:44:44,2024-03-28 10:31:07,,9884,1796
1647,3444983255,4056647483,2024-03-28 07:46:24,,0 days 02:24:13,2024-03-28 10:10:37,,8653,1647
1811,1264455191,2393728215,2024-03-28 07:46:24,,0 days 02:14:16,2024-03-28 10:00:40,,8056,1811
716,941399079,3885154971,2024-03-28 07:46:24,,0 days 02:33:06,2024-03-28 10:19:30,,9186,716
568,942815881,355571727,2024-03-28 07:46:25,,0 days 02:14:59,2024-03-28 10:01:24,,8099,568
2020,942815917,281719619,2024-03-28 07:46:25,,0 days 02:51:04,2024-03-28 10:37:29,,10264,2020
949,957184307,296375345,2024-03-28 07:46:26,,0 days 02:19:06,2024-03-28 10:05:32,,8346,949
1620,263893386,3076880925,2024-03-28 07:46:28,,0 days 02:10:15,2024-03-28 09:56:43,,7815,1620
2336,5625512534,1668978495,2024-03-28 07:46:28,,0 days 03:07:05,2024-03-28 10:53:33,,11225,2336
2007,289684438,1222395408,2024-03-28 07:46:29,,0 days 02:04:01,2024-03-28 09:50:30,,7441,2007
1056,941399068,288145413,2024-03-28 07:46:30,,0 days 02:18:31,2024-03-28 10:05:01,,8311,1056
765,960515718,226056445,2024-03-28 07:46:31,,0 days 01:36:55,2024-03-28 09:23:26,,5815,765
1355,960515718,288604040,2024-03-28 07:46:32,,0 days 02:44:22,2024-03-28 10:30:54,,9862,1355
2076,11235606322,280888804,2024-03-28 07:46:32,,0 days 02:55:47,2024-03-28 10:42:19,,10547,2076
2197,11248021332,7095943880,2024-03-28 07:46:32,,0 days 02:22:53,2024-03-28 10:09:25,,8573,2197
2323,5625512534,1747228787,2024-03-28 07:46:33,,0 days 02:36:26,2024-03-28 10:22:59,,9386,2323
1730,941399121,288145414,2024-03-28 07:46:35,,0 days 01:55:21,2024-03-28 09:41:56,,6921,1730
926,5644564334,2419768573,2024-03-28 07:46:35,,0 days 02:42:23,2024-03-28 10:28:58,,9743,926
758,2526523833,9427888488,2024-03-28 07:46:35,,0 days 02:46:10,2024-03-28 10:32:45,,9970,758
2144,942815952,1747228802,2024-03-28 07:46:36,,0 days 02:32:13,2024-03-28 10:18:49,,9133,2144
1821,957184279,278217721,2024-03-28 07:46:36,,0 days 02:12:48,2024-03-28 09:59:24,,7968,1821
680,1264455251,933828587,2024-03-28 07:46:36,,0 days 02:32:43,2024-03-28 10:19:19,,9163,680
407,942815978,278196779,2024-03-28 07:46:37,,0 days 02:20:21,2024-03-28 10:06:58,,8421,407
1043,1264455179,933274018,2024-03-28 07:46:37,,0 days 02:32:31,2024-03-28 10:19:08,,9151,1043
314,5625512534,940798551,2024-03-28 07:46:38,,0 days 02:51:22,2024-03-28 10:38:00,,10282,314
341,289684446,288147312,2024-03-28 07:46:39,,0 days 01:44:08,2024-03-28 09:30:47,,6248,341
1158,263893386,595751054,2024-03-28 07:46:39,,0 days 02:33:52,2024-03-28 10:20:31,,9232,1158
1027,942815919,4442891474,2024-03-28 07:46:39,,0 days 03:26:58,2024-03-28 11:13:37,,12418,1027
586,3444983255,3797258849,2024-03-28 07:46:41,,0 days 02:40:15,2024-03-28 10:26:56,,9615,586
1837,941399139,1240403624,2024-03-28 07:46:41,,0 days 03:43:24,2024-03-28 11:30:05,,13404,1837
888,11235606322,243361965,2024-03-28 07:46:44,,0 days 02:18:04,2024-03-28 10:04:48,,8284,888
1361,1267839993,287630698,2024-03-28 07:46:44,,0 days 03:40:30,2024-03-28 11:27:14,,13230,1361
1311,5644564334,1352888907,2024-03-28 07:46:45,,0 days 02:49:15,2024-03-28 10:36:00,,10155,1311
971,289684446,278217722,2024-03-28 07:46:45,,0 days 01:58:27,2024-03-28 09:45:12,,7107,971
1702,942815917,669931051,2024-03-28 07:46:46,,0 days 03:14:52,2024-03-28 11:01:38,,11692,1702
1574,942815917,278213726,2024-03-28 07:46:46,,0 days 02:22:24,2024-03-28 10:09:10,,8544,1574
1228,942815869,281478097,2024-03-28 07:46:47,,0 days 02:44:31,2024-03-28 10:31:18,,9871,1228
1269,11248021332,3797224719,2024-03-28 07:46:48,,0 days 02:29:29,2024-03-28 10:16:17,,8969,1269
1214,1264455179,2067207841,2024-03-28 07:46:49,,0 days 02:32:24,2024-03-28 10:19:13,,9144,1214
571,263893386,31349999,2024-03-28 07:46:50,,0 days 01:57:55,2024-03-28 09:44:45,,7075,571
1857,289684154,207476176,2024-03-28 07:46:53,,0 days 02:22:12,2024-03-28 10:09:05,,8532,1857
1636,1267839993,1747228804,2024-03-28 07:46:54,,0 days 02:40:16,2024-03-28 10:27:10,,9616,1636
1134,1264455251,206373658,2024-03-28 07:46:56,,0 days 02:45:25,2024-03-28 10:32:21,,9925,1134
1370,281775926,880719823,2024-03-28 07:46:57,,0 days 02:41:51,2024-03-28 10:28:48,,9711,1370
810,289684446,1896073926,2024-03-28 07:46:57,,0 days 01:45:52,2024-03-28 09:32:49,,6352,810
1784,942815901,933828587,2024-03-28 07:46:57,,0 days 02:34:09,2024-03-28 10:21:06,,9249,1784
1209,5625506718,593883606,2024-03-28 07:46:58,,0 days 02:17:36,2024-03-28 10:04:34,,8256,1209
1044,942815917,2812572984,2024-03-28 07:46:58,,0 days 02:57:12,2024-03-28 10:44:10,,10632,1044
1177,941399121,1895983414,2024-03-28 07:46:58,,0 days 01:59:47,2024-03-28 09:46:45,,7187,1177
1662,942815903,243362591,2024-03-28 07:46:58,,0 days 02:37:53,2024-03-28 10:24:51,,9473,1662
358,6700217342,1747228787,2024-03-28 07:46:58,,0 days 02:41:22,2024-03-28 10:28:20,,9682,358
2349,289684446,355578419,2024-03-28 07:46:58,,0 days 02:13:45,2024-03-28 10:00:43,,8025,2349
1685,941399121,322846997,2024-03-28 07:46:58,,0 days 02:48:59,2024-03-28 10:35:57,,10139,1685
992,942815876,226018992,2024-03-28 07:46:59,,0 days 03:07:09,2024-03-28 10:54:08,,11229,992
639,289684446,1497916158,2024-03-28 07:46:59,,0 days 01:46:56,2024-03-28 09:33:55,,6416,639
1592,941399079,206375460,2024-03-28 07:47:01,,0 days 02:12:21,2024-03-28 09:59:22,,7941,1592
1738,942815917,290029078,2024-03-28 07:47:02,,0 days 01:49:55,2024-03-28 09:36:57,,6595,1738
1552,11248021332,321368208,2024-03-28 07:47:02,,0 days 01:35:57,2024-03-28 09:22:59,,5757,1552
2362,1264455251,597815512,2024-03-28 07:47:02,,0 days 02:19:34,2024-03-28 10:06:36,,8374,2362
6,5625488872,1199353835,2024-03-28 07:47:04,,0 days 02:42:01,2024-03-28 10:29:05,,9721,6
1565,957184279,278194691,2024-03-28 07:47:05,,0 days 01:58:54,2024-03-28 09:45:59,,7134,1565
725,941399121,6433270931,2024-03-28 07:47:05,,0 days 01:49:38,2024-03-28 09:36:43,,6578,725
388,957184279,206374690,2024-03-28 07:47:06,,0 days 02:03:47,2024-03-28 09:50:53,,7427,388
1139,942815978,278194694,2024-03-28 07:47:07,,0 days 02:10:37,2024-03-28 09:57:44,,7837,1139
1494,583377730,278196750,2024-03-28 07:47:07,,0 days 01:40:58,2024-03-28 09:28:05,,6058,1494
559,942815952,3154131933,2024-03-28 07:47:07,,0 days 02:17:56,2024-03-28 10:05:03,,8276,559
2220,5625512534,278213725,2024-03-28 07:47:07,,0 days 02:37:55,2024-03-28 10:25:02,,9475,2220
1946,11235606322,2420153436,2024-03-28 07:47:10,,0 days 02:35:55,2024-03-28 10:23:05,,9355,1946
318,942815881,243362591,2024-03-28 07:47:10,,0 days 02:35:05,2024-03-28 10:22:15,,9305,318
142,941399040,317047757,2024-03-28 07:47:10,,0 days 02:47:32,2024-03-28 10:34:42,,10052,142
1250,942815978,3723589970,2024-03-28 07:47:11,,0 days 02:37:02,2024-03-28 10:24:13,,9422,1250
2319,942815876,603356492,2024-03-28 07:47:12,,0 days 02:02:07,2024-03-28 09:49:19,,7327,2319
312,289684438,281477852,2024-03-28 07:47:12,,0 days 02:12:04,2024-03-28 09:59:16,,7924,312
2379,3444983255,355574341,2024-03-28 07:47:14,,0 days 02:36:32,2024-03-28 10:23:46,,9392,2379
2247,941399121,4342631452,2024-03-28 07:47:15,,0 days 02:14:31,2024-03-28 10:01:46,,8071,2247
320,942815952,272482351,2024-03-28 07:47:16,,0 days 02:13:31,2024-03-28 10:00:47,,8011,320
1645,583377730,3824613976,2024-03-28 07:47:16,,0 days 01:04:03,2024-03-28 08:51:19,,3843,1645
2283,276629981,273533238,2024-03-28 07:47:17,,0 days 02:38:34,2024-03-28 10:25:51,,9514,2283
1242,11248021332,322038664,2024-03-28 07:47:17,,0 days 01:31:07,2024-03-28 09:18:24,,5467,1242
1194,11235606322,906720356,2024-03-28 07:47:19,,0 days 02:30:46,2024-03-28 10:18:05,,9046,1194
429,289684438,288495991,2024-03-28 07:47:19,,0 days 02:13:54,2024-03-28 10:01:13,,8034,429
104,11235606322,243783954,2024-03-28 07:47:20,,0 days 01:53:29,2024-03-28 09:40:49,,6809,104
95,942815881,281474691,2024-03-28 07:47:20,,0 days 02:58:23,2024-03-28 10:45:43,,10703,95
227,2526523833,275882066,2024-03-28 07:47:20,,0 days 01:43:09,2024-03-28 09:30:29,,6189,227
1376,942815881,697979904,2024-03-28 07:47:21,,0 days 03:10:26,2024-03-28 10:57:47,,11426,1376
36,289684446,262116933,2024-03-28 07:47:22,,0 days 02:38:01,2024-03-28 10:25:23,,9481,36
2310,289684438,206351247,2024-03-28 07:47:22,,0 days 02:46:50,2024-03-28 10:34:12,,10010,2310
1807,941399121,2509405144,2024-03-28 07:47:22,,0 days 02:11:11,2024-03-28 09:58:33,,7871,1807
927,942815935,1895983414,2024-03-28 07:47:23,,0 days 01:48:29,2024-03-28 09:35:52,,6509,927
968,942815917,2260315550,2024-03-28 07:47:24,,0 days 02:11:21,2024-03-28 09:58:45,,7881,968
2259,1264455279,880670971,2024-03-28 07:47:26,,0 days 02:33:00,2024-03-28 10:20:26,,9180,2259
237,2526523833,207476206,2024-03-28 07:47:27,,0 days 02:59:53,2024-03-28 10:47:20,,10793,237
1509,1264455279,251767743,2024-03-28 07:47:28,,0 days 02:22:12,2024-03-28 10:09:40,,8532,1509
441,289684438,932454896,2024-03-28 07:47:30,,0 days 02:21:41,2024-03-28 10:09:11,,8501,441
2322,34802048,940799035,2024-03-28 07:47:30,,0 days 02:11:12,2024-03-28 09:58:42,,7872,2322
1924,941399139,3398135146,2024-03-28 07:47:31,,0 days 02:19:04,2024-03-28 10:06:35,,8344,1924
1292,941399064,269330742,2024-03-28 07:47:32,,0 days 03:13:49,2024-03-28 11:01:21,,11629,1292
1614,276629981,277242198,2024-03-28 07:47:32,,0 days 03:17:01,2024-03-28 11:04:33,,11821,1614
519,11248021332,269849526,2024-03-28 07:47:33,,0 days 01:41:14,2024-03-28 09:28:47,,6074,519
2044,957184286,278209560,2024-03-28 07:47:33,,0 days 01:43:39,2024-03-28 09:31:12,,6219,2044
1197,289684438,251767753,2024-03-28 07:47:33,,0 days 02:00:57,2024-03-28 09:48:30,,7257,1197
583,1264455279,9445396393,2024-03-28 07:47:34,,0 days 02:35:18,2024-03-28 10:22:52,,9318,583
98,5625512534,236138978,2024-03-28 07:47:34,,0 days 02:28:49,2024-03-28 10:16:23,,8929,98
1650,263893386,8733787986,2024-03-28 07:47:34,,0 days 02:37:11,2024-03-28 10:24:45,,9431,1650
930,288049500,2065550549,2024-03-28 07:47:35,,0 days 01:28:18,2024-03-28 09:15:53,,5298,930
1477,551552210,5606431410,2024-03-28 07:47:35,,0 days 02:14:04,2024-03-28 10:01:39,,8044,1477
651,942815935,277280312,2024-03-28 07:47:36,,0 days 03:23:12,2024-03-28 11:10:48,,12192,651
2217,941399139,964567878,2024-03-28 07:47:37,,0 days 03:51:26,2024-03-28 11:39:03,,13886,2217
1409,942815978,32122185,2024-03-28 07:47:37,,0 days 02:21:00,2024-03-28 10:08:37,,8460,1409
919,3444983255,278215724,2024-03-28 07:47:37,,0 days 02:23:33,2024-03-28 10:11:10,,8613,919
598,1264455251,1423049998,2024-03-28 07:47:38,,0 days 02:20:38,2024-03-28 10:08:16,,8438,598
1441,942815978,243783948,2024-03-28 07:47:38,,0 days 02:07:04,2024-03-28 09:54:42,,7624,1441
1114,1264455251,1895983593,2024-03-28 07:47:41,,0 days 02:10:40,2024-03-28 09:58:21,,7840,1114
908,289684446,272801059,2024-03-28 07:47:42,,0 days 02:23:49,2024-03-28 10:11:31,,8629,908
1517,11235606322,322230278,2024-03-28 07:47:43,,0 days 02:20:52,2024-03-28 10:08:35,,8452,1517
1169,11248021332,251767753,2024-03-28 07:47:43,,0 days 02:00:38,2024-03-28 09:48:21,,7238,1169
1303,942815881,272305552,2024-03-28 07:47:43,,0 days 01:42:45,2024-03-28 09:30:28,,6165,1303
253,942815903,3277424488,2024-03-28 07:47:44,,0 days 03:00:52,2024-03-28 10:48:36,,10852,253
1583,941399040,903124382,2024-03-28 07:47:44,,0 days 02:51:19,2024-03-28 10:39:03,,10279,1583
997,1264455191,3885154971,2024-03-28 07:47:44,,0 days 02:38:02,2024-03-28 10:25:46,,9482,997
138,11248021332,269658733,2024-03-28 07:47:46,,0 days 02:59:25,2024-03-28 10:47:11,,10765,138
860,960515718,933274018,2024-03-28 07:47:47,,0 days 02:39:48,2024-03-28 10:27:35,,9588,860
1369,941399121,932454896,2024-03-28 07:47:47,,0 days 02:37:19,2024-03-28 10:25:06,,9439,1369
1004,5625512534,1668978565,2024-03-28 07:47:48,,0 days 03:06:15,2024-03-28 10:54:03,,11175,1004
1426,941399068,261678744,2024-03-28 07:47:49,,0 days 03:16:31,2024-03-28 11:04:20,,11791,1426
2326,941399121,281477852,2024-03-28 07:47:49,,0 days 02:27:42,2024-03-28 10:15:31,,8862,2326
553,942815978,322846710,2024-03-28 07:47:50,,0 days 02:56:10,2024-03-28 10:44:00,,10570,553
44,1264455251,488327290,2024-03-28 07:47:50,,0 days 02:14:09,2024-03-28 10:01:59,,8049,44
565,941399040,278217721,2024-03-28 07:47:50,,0 days 02:16:17,2024-03-28 10:04:07,,8177,565
524,288049500,311337289,2024-03-28 07:47:50,,0 days 02:19:59,2024-03-28 10:07:49,,8399,524
1888,960515718,10720159657,2024-03-28 07:47:51,,0 days 02:20:21,2024-03-28 10:08:12,,8421,1888
628,942815881,3223664513,2024-03-28 07:47:53,,0 days 03:32:57,2024-03-28 11:20:50,,12777,628
1215,957184305,10199813030,2024-03-28 07:47:53,,0 days 01:59:00,2024-03-28 09:46:53,,7140,1215
